Type,SiteID,Site_Number,County,Lab_Number,Date_BP,SD
Tree-ring,Dendro - 130,5MT2108,"Montezuma, CO",PSM-126,982,0
Tree-ring,Dendro - 130,5MT2108,"Montezuma, CO",PSM-222,1169,0
Tree-ring,Dendro - 130,5MT2108,"Montezuma, CO",PSM-226,1169,0
Tree-ring,Dendro - 130,5MT2108,"Montezuma, CO",PSM-229,1169,0
Tree-ring,Dendro - 130,5MT2108,"Montezuma, CO",PSM-240,1181,0
Tree-ring,Dendro - 130,5MT2108,"Montezuma, CO",PSM-249,1083,0
Tree-ring,Dendro - 130,5MT2108,"Montezuma, CO",PSM-250,1078,0
Tree-ring,Dendro - 130,5MT2108,"Montezuma, CO",PSM-25-1,976,0
Tree-ring,Dendro - 130,5MT2108,"Montezuma, CO",PSM-252,1078,0
Tree-ring,Dendro - 130,5MT2108,"Montezuma, CO",PSM-254,1078,0
Tree-ring,Dendro - 130,5MT2108,"Montezuma, CO",PSM-255,1078,0
Tree-ring,Dendro - 130,5MT2108,"Montezuma, CO",PSM-257,1079,0
Tree-ring,Dendro - 130,5MT2108,"Montezuma, CO",PSM-258,1092,0
Tree-ring,Dendro - 130,5MT2108,"Montezuma, CO",PSM-259,1078,0
Tree-ring,Dendro - 130,5MT2108,"Montezuma, CO",PSM-264,1078,0
Tree-ring,Dendro - 130,5MT2108,"Montezuma, CO",PSM-267,1078,0
Tree-ring,Dendro - 130,5MT2108,"Montezuma, CO",PSM-269,1078,0
Tree-ring,Dendro - 130,5MT2108,"Montezuma, CO",PSM-276,1078,0
Tree-ring,Dendro - 130,5MT2108,"Montezuma, CO",PSM-284,1078,0
Tree-ring,Dendro - 130,5MT2108,"Montezuma, CO",PSM-286,1078,0
Tree-ring,Dendro - 130,5MT2108,"Montezuma, CO",PSM-293,1078,0
Tree-ring,Dendro - 130,5MT2108,"Montezuma, CO",PSM-294,1100,0
Tree-ring,Dendro - 130,5MT2108,"Montezuma, CO",PSM-301,1078,0
Tree-ring,Dendro - 130,5MT2108,"Montezuma, CO",PSM-303,1078,0
Tree-ring,Dendro - 130,5MT2108,"Montezuma, CO",PSM-306,1092,0
Tree-ring,Dendro - 130,5MT2108,"Montezuma, CO",PSM-309,1111,0
Tree-ring,Dendro - 130,5MT2108,"Montezuma, CO",PSM-310,1092,0
Tree-ring,Dendro - 130,5MT2108,"Montezuma, CO",PSM-311,1095,0
Tree-ring,Dendro - 130,5MT2108,"Montezuma, CO",PSM-314,1092,0
Tree-ring,Dendro - 130,5MT2108,"Montezuma, CO",PSM-316,1081,0
Tree-ring,Dendro - 130,5MT2108,"Montezuma, CO",PSM-328,1081,0
Tree-ring,Dendro - 130,5MT2108,"Montezuma, CO",PSM-333,1095,0
Tree-ring,Dendro - 130,5MT2108,"Montezuma, CO",PSM-342,1098,0
Tree-ring,Dendro - 130,5MT2108,"Montezuma, CO",PSM-348,1081,0
Tree-ring,Dendro - 130,5MT2108,"Montezuma, CO",PSM-354,1092,0
Tree-ring,Dendro - 130,5MT2108,"Montezuma, CO",PSM-356,1092,0
Tree-ring,Dendro - 130,5MT2108,"Montezuma, CO",PSM-359,1095,0
Tree-ring,Dendro - 130,5MT2108,"Montezuma, CO",PSM-36,984,0
Tree-ring,Dendro - 130,5MT2108,"Montezuma, CO",PSM-361,1095,0
Tree-ring,Dendro - 130,5MT2108,"Montezuma, CO",PSM-363,1081,0
Tree-ring,Dendro - 130,5MT2108,"Montezuma, CO",PSM-365,1093,0
Tree-ring,Dendro - 130,5MT2108,"Montezuma, CO",PSM-366,1093,0
Tree-ring,Dendro - 130,5MT2108,"Montezuma, CO",PSM-367,1092,0
Tree-ring,Dendro - 130,5MT2108,"Montezuma, CO",PSM-371,1093,0
Tree-ring,Dendro - 130,5MT2108,"Montezuma, CO",PSM-372,1081,0
Tree-ring,Dendro - 130,5MT2108,"Montezuma, CO",PSM-374,1093,0
Tree-ring,Dendro - 130,5MT2108,"Montezuma, CO",PSM-380,1092,0
Tree-ring,Dendro - 130,5MT2108,"Montezuma, CO",PSM-381,1092,0
Tree-ring,Dendro - 130,5MT2108,"Montezuma, CO",PSM-387,1092,0
Tree-ring,Dendro - 130,5MT2108,"Montezuma, CO",PSM-388,1092,0
Tree-ring,Dendro - 130,5MT2108,"Montezuma, CO",PSM-389,1093,0
Tree-ring,Dendro - 130,5MT2108,"Montezuma, CO",PSM-391,1093,0
Tree-ring,Dendro - 130,5MT2108,"Montezuma, CO",PSM-393,1093,0
Tree-ring,Dendro - 130,5MT2108,"Montezuma, CO",PSM-394,1092,0
Tree-ring,Dendro - 130,5MT2108,"Montezuma, CO",PSM-395,1094,0
Tree-ring,Dendro - 130,5MT2108,"Montezuma, CO",PSM-397,1092,0
Tree-ring,Dendro - 130,5MT2108,"Montezuma, CO",PSM-398,1092,0
Tree-ring,Dendro - 130,5MT2108,"Montezuma, CO",PSM-399,1093,0
Tree-ring,Dendro - 130,5MT2108,"Montezuma, CO",PSM-402,1092,0
Tree-ring,Dendro - 130,5MT2108,"Montezuma, CO",PSM-403,1093,0
Tree-ring,Dendro - 130,5MT2108,"Montezuma, CO",PSM-409,1093,0
Tree-ring,Dendro - 130,5MT2108,"Montezuma, CO",PSM-413,1093,0
Tree-ring,Dendro - 130,5MT2108,"Montezuma, CO",PSM-416,1084,0
Tree-ring,Dendro - 130,5MT2108,"Montezuma, CO",PSM-417,1092,0
Tree-ring,Dendro - 130,5MT2108,"Montezuma, CO",PSM-421,1092,0
Tree-ring,Dendro - 130,5MT2108,"Montezuma, CO",PSM-423,1082,0
Tree-ring,Dendro - 130,5MT2108,"Montezuma, CO",PSM-424,1096,0
Tree-ring,Dendro - 130,5MT2108,"Montezuma, CO",PSM-428,1092,0
Tree-ring,Dendro - 130,5MT2108,"Montezuma, CO",PSM-430,1092,0
Tree-ring,Dendro - 130,5MT2108,"Montezuma, CO",PSM-434,1093,0
Tree-ring,Dendro - 130,5MT2108,"Montezuma, CO",PSM-436,1092,0
Tree-ring,Dendro - 130,5MT2108,"Montezuma, CO",PSM-437,1092,0
Tree-ring,Dendro - 130,5MT2108,"Montezuma, CO",PSM-438,1092,0
Tree-ring,Dendro - 130,5MT2108,"Montezuma, CO",PSM-441,1093,0
Tree-ring,Dendro - 130,5MT2108,"Montezuma, CO",PSM-442,1093,0
Tree-ring,Dendro - 130,5MT2108,"Montezuma, CO",PSM-446,1089,0
Tree-ring,Dendro - 130,5MT2108,"Montezuma, CO",PSM-448,1091,0
Tree-ring,Dendro - 130,5MT2108,"Montezuma, CO",PSM-451,1091,0
Tree-ring,Dendro - 130,5MT2108,"Montezuma, CO",PSM-454,1088,0
Tree-ring,Dendro - 130,5MT2108,"Montezuma, CO",PSM-455,1092,0
Tree-ring,Dendro - 130,5MT2108,"Montezuma, CO",PSM-465,1187,0
Tree-ring,Dendro - 130,5MT2108,"Montezuma, CO",PSM-467,1187,0
Tree-ring,Dendro - 130,5MT2108,"Montezuma, CO",PSM-483,1187,0
Tree-ring,Dendro - 130,5MT2108,"Montezuma, CO",PSM-488,1187,0
Tree-ring,Dendro - 130,5MT2108,"Montezuma, CO",PSM-508,1205,0
Tree-ring,Dendro - 130,5MT2108,"Montezuma, CO",PSM-520,1187,0
Tree-ring,Dendro - 130,5MT2108,"Montezuma, CO",PSM-524,1187,0
Tree-ring,Dendro - 130,5MT2108,"Montezuma, CO",PSM-537,1187,0
Tree-ring,Dendro - 130,5MT2108,"Montezuma, CO",PSM-545,1180,0
Tree-ring,Dendro - 130,5MT2108,"Montezuma, CO",PSM-552,1187,0
Tree-ring,Dendro - 130,5MT2108,"Montezuma, CO",PSM-555,1187,0
Tree-ring,Dendro - 130,5MT2108,"Montezuma, CO",PSM-563,1187,0
Tree-ring,Dendro - 130,5MT2108,"Montezuma, CO",PSM-569,1189,0
Tree-ring,Dendro - 130,5MT2108,"Montezuma, CO",PSM-576,1187,0
Tree-ring,Dendro - 130,5MT2108,"Montezuma, CO",PSM-580-1,1188,0
Tree-ring,Dendro - 130,5MT2108,"Montezuma, CO",PSM-584,1187,0
Tree-ring,Dendro - 130,5MT2108,"Montezuma, CO",PSM-591,1185,0
Tree-ring,Dendro - 130,5MT2108,"Montezuma, CO",PSM-595,1183,0
Tree-ring,Dendro - 130,5MT2108,"Montezuma, CO",PSM-599,1182,0
Tree-ring,Dendro - 130,5MT2108,"Montezuma, CO",PSM-62,986,0
Tree-ring,Dendro - 130,5MT2108,"Montezuma, CO",PSM-629,1189,0
Tree-ring,Dendro - 130,5MT2108,"Montezuma, CO",PSM-630,1189,0
Tree-ring,Dendro - 130,5MT2108,"Montezuma, CO",PSM-635,1185,0
Tree-ring,Dendro - 133,NA,"Montezuma, CO",GP-4486,694,0
Tree-ring,Dendro - 137,NA,"Montezuma, CO",GP-2110,739,0
Tree-ring,Dendro - 137,NA,"Montezuma, CO",GP-2111,709,0
Tree-ring,Dendro - 137,NA,"Montezuma, CO",GP-2112,747,0
Tree-ring,Dendro - 137,NA,"Montezuma, CO",GP-2115,722,0
Tree-ring,Dendro - 137,NA,"Montezuma, CO",JLP-458,710,0
Tree-ring,Dendro - 137,NA,"Montezuma, CO",JLP-462,710,0
Tree-ring,Dendro - 137,NA,"Montezuma, CO",JLP-467,710,0
Tree-ring,Dendro - 137,NA,"Montezuma, CO",JLP-470,710,0
Tree-ring,Dendro - 137,NA,"Montezuma, CO",JLP-475,710,0
Tree-ring,Dendro - 137,NA,"Montezuma, CO",JLP-476A-B,712,0
Tree-ring,Dendro - 137,NA,"Montezuma, CO",JLP-478,711,0
Tree-ring,Dendro - 137,NA,"Montezuma, CO",JLP-480,710,0
Tree-ring,Dendro - 137,NA,"Montezuma, CO",JLP-485,739,0
Tree-ring,Dendro - 137,NA,"Montezuma, CO",JLP-494,709,0
Tree-ring,Dendro - 137,NA,"Montezuma, CO",JLP-495A-B,844,0
Tree-ring,Dendro - 137,NA,"Montezuma, CO",JLP-501,750,0
Tree-ring,Dendro - 137,NA,"Montezuma, CO",JLP-504,739,0
Tree-ring,Dendro - 137,NA,"Montezuma, CO",JLP-506A-B,739,0
Tree-ring,Dendro - 137,NA,"Montezuma, CO",JLP-509,739,0
Tree-ring,Dendro - 137,NA,"Montezuma, CO",JLP-511,710,0
Tree-ring,Dendro - 137,NA,"Montezuma, CO",JLP-512,739,0
Tree-ring,Dendro - 137,NA,"Montezuma, CO",JLP-513,740,0
Tree-ring,Dendro - 138,5MT2156,"Montezuma, CO",GP-1909,731,0
Tree-ring,Dendro - 138,5MT2156,"Montezuma, CO",IF-42,710,0
Tree-ring,Dendro - 138,5MT2156,"Montezuma, CO",IF-44,708,0
Tree-ring,Dendro - 138,5MT2156,"Montezuma, CO",IF-44ABC,708,0
Tree-ring,Dendro - 138,5MT2156,"Montezuma, CO",JLP-100,785,0
Tree-ring,Dendro - 138,5MT2156,"Montezuma, CO",JLP-107,740,0
Tree-ring,Dendro - 138,5MT2156,"Montezuma, CO",JLP-112,806,0
Tree-ring,Dendro - 138,5MT2156,"Montezuma, CO",JLP-115,739,0
Tree-ring,Dendro - 138,5MT2156,"Montezuma, CO",JLP-117,746,0
Tree-ring,Dendro - 138,5MT2156,"Montezuma, CO",JLP-118,746,0
Tree-ring,Dendro - 138,5MT2156,"Montezuma, CO",JLP-119,750,0
Tree-ring,Dendro - 138,5MT2156,"Montezuma, CO",JLP-120,746,0
Tree-ring,Dendro - 138,5MT2156,"Montezuma, CO",JLP-122,746,0
Tree-ring,Dendro - 138,5MT2156,"Montezuma, CO",JLP-125,710,0
Tree-ring,Dendro - 138,5MT2156,"Montezuma, CO",JLP-126,746,0
Tree-ring,Dendro - 138,5MT2156,"Montezuma, CO",JLP-128,739,0
Tree-ring,Dendro - 138,5MT2156,"Montezuma, CO",JLP-130,805,0
Tree-ring,Dendro - 138,5MT2156,"Montezuma, CO",JLP-131,812,0
Tree-ring,Dendro - 138,5MT2156,"Montezuma, CO",JLP-132,709,0
Tree-ring,Dendro - 138,5MT2156,"Montezuma, CO",JLP-135,744,0
Tree-ring,Dendro - 138,5MT2156,"Montezuma, CO",JLP-136,745,0
Tree-ring,Dendro - 138,5MT2156,"Montezuma, CO",JLP-145,798,0
Tree-ring,Dendro - 138,5MT2156,"Montezuma, CO",JLP-152,744,0
Tree-ring,Dendro - 138,5MT2156,"Montezuma, CO",JLP-157,795,0
Tree-ring,Dendro - 138,5MT2156,"Montezuma, CO",JLP-165,795,0
Tree-ring,Dendro - 138,5MT2156,"Montezuma, CO",JLP-172,770,0
Tree-ring,Dendro - 138,5MT2156,"Montezuma, CO",JLP-176,853,0
Tree-ring,Dendro - 138,5MT2156,"Montezuma, CO",JLP-178,745,0
Tree-ring,Dendro - 138,5MT2156,"Montezuma, CO",JLP-179,746,0
Tree-ring,Dendro - 138,5MT2156,"Montezuma, CO",JLP-180,746,0
Tree-ring,Dendro - 138,5MT2156,"Montezuma, CO",JLP-181,816,0
Tree-ring,Dendro - 138,5MT2156,"Montezuma, CO",JLP-182,806,0
Tree-ring,Dendro - 138,5MT2156,"Montezuma, CO",JLP-183,806,0
Tree-ring,Dendro - 138,5MT2156,"Montezuma, CO",JLP-185,745,0
Tree-ring,Dendro - 138,5MT2156,"Montezuma, CO",JLP-187,805,0
Tree-ring,Dendro - 138,5MT2156,"Montezuma, CO",JLP-191,737,0
Tree-ring,Dendro - 138,5MT2156,"Montezuma, CO",JLP-192,814,0
Tree-ring,Dendro - 138,5MT2156,"Montezuma, CO",JLP-193,828,0
Tree-ring,Dendro - 138,5MT2156,"Montezuma, CO",JLP-195,801,0
Tree-ring,Dendro - 138,5MT2156,"Montezuma, CO",JLP-196,801,0
Tree-ring,Dendro - 138,5MT2156,"Montezuma, CO",JLP-197,802,0
Tree-ring,Dendro - 138,5MT2156,"Montezuma, CO",JLP-205,824,0
Tree-ring,Dendro - 138,5MT2156,"Montezuma, CO",JLP-207,813,0
Tree-ring,Dendro - 138,5MT2156,"Montezuma, CO",JLP-208,803,0
Tree-ring,Dendro - 138,5MT2156,"Montezuma, CO",JLP-210,803,0
Tree-ring,Dendro - 138,5MT2156,"Montezuma, CO",JLP-211,793,0
Tree-ring,Dendro - 138,5MT2156,"Montezuma, CO",JLP-212,806,0
Tree-ring,Dendro - 138,5MT2156,"Montezuma, CO",JLP-213,806,0
Tree-ring,Dendro - 138,5MT2156,"Montezuma, CO",JLP-215,808,0
Tree-ring,Dendro - 138,5MT2156,"Montezuma, CO",JLP-219,741,0
Tree-ring,Dendro - 138,5MT2156,"Montezuma, CO",JLP-220,748,0
Tree-ring,Dendro - 138,5MT2156,"Montezuma, CO",JLP-223,813,0
Tree-ring,Dendro - 138,5MT2156,"Montezuma, CO",JLP-225,746,0
Tree-ring,Dendro - 138,5MT2156,"Montezuma, CO",JLP-227,743,0
Tree-ring,Dendro - 138,5MT2156,"Montezuma, CO",JLP-229,747,0
Tree-ring,Dendro - 138,5MT2156,"Montezuma, CO",JLP-234,806,0
Tree-ring,Dendro - 138,5MT2156,"Montezuma, CO",JLP-236,801,0
Tree-ring,Dendro - 138,5MT2156,"Montezuma, CO",JLP-240,753,0
Tree-ring,Dendro - 138,5MT2156,"Montezuma, CO",JLP-242,810,0
Tree-ring,Dendro - 138,5MT2156,"Montezuma, CO",JLP-244,808,0
Tree-ring,Dendro - 138,5MT2156,"Montezuma, CO",JLP-245,801,0
Tree-ring,Dendro - 138,5MT2156,"Montezuma, CO",JLP-246,818,0
Tree-ring,Dendro - 138,5MT2156,"Montezuma, CO",JLP-249,801,0
Tree-ring,Dendro - 138,5MT2156,"Montezuma, CO",JLP-250,806,0
Tree-ring,Dendro - 138,5MT2156,"Montezuma, CO",JLP-251,856,0
Tree-ring,Dendro - 138,5MT2156,"Montezuma, CO",JLP-252,815,0
Tree-ring,Dendro - 138,5MT2156,"Montezuma, CO",JLP-87,783,0
Tree-ring,Dendro - 138,5MT2156,"Montezuma, CO",JLP-90,746,0
Tree-ring,Dendro - 138,5MT2156,"Montezuma, CO",JLP-98,776,0
Tree-ring,Dendro - 139,NA,"Montezuma, CO",LAP-105,1122,0
Tree-ring,Dendro - 139,NA,"Montezuma, CO",LAP-107,1122,0
Tree-ring,Dendro - 139,NA,"Montezuma, CO",LAP-108,1123,0
Tree-ring,Dendro - 139,NA,"Montezuma, CO",LAP-109,1123,0
Tree-ring,Dendro - 139,NA,"Montezuma, CO",LAP-116,1104,0
Tree-ring,Dendro - 139,NA,"Montezuma, CO",LAP-127,1122,0
Tree-ring,Dendro - 139,NA,"Montezuma, CO",LAP-136,1116,0
Tree-ring,Dendro - 139,NA,"Montezuma, CO",LAP-141,1108,0
Tree-ring,Dendro - 139,NA,"Montezuma, CO",LAP-144,1145,0
Tree-ring,Dendro - 139,NA,"Montezuma, CO",LAP-99,1116,0
Tree-ring,Dendro - 144,NA,"Montezuma, CO",GP-1072,743,0
Tree-ring,Dendro - 146,5MT603,"Montezuma, CO",GP-5149,683,0
Tree-ring,Dendro - 146,5MT603,"Montezuma, CO",GP-5154,285,0
Tree-ring,Dendro - 146,5MT603,"Montezuma, CO",HOV-32,685,0
Tree-ring,Dendro - 148,NA,"Montezuma, CO",GP-2648,697,0
Tree-ring,Dendro - 149,5MV615,"Montezuma, CO",GP-6995,672,0
Tree-ring,Dendro - 149,5MV615,"Montezuma, CO",MV-190,681,0
Tree-ring,Dendro - 149,5MV615,"Montezuma, CO",MV-191,681,0
Tree-ring,Dendro - 149,5MV615,"Montezuma, CO",MV-192,678,0
Tree-ring,Dendro - 149,5MV615,"Montezuma, CO",MV-194,708,0
Tree-ring,Dendro - 149,5MV615,"Montezuma, CO",MV-195,746,0
Tree-ring,Dendro - 149,5MV615,"Montezuma, CO",MV-196,746,0
Tree-ring,Dendro - 149,5MV615,"Montezuma, CO",MV-2,744,0
Tree-ring,Dendro - 149,5MV615,"Montezuma, CO",MV-5118,702,0
Tree-ring,Dendro - 149,5MV615,"Montezuma, CO",MV-511A,708,0
Tree-ring,Dendro - 149,5MV615,"Montezuma, CO",MV-511B,702,0
Tree-ring,Dendro - 149,5MV615,"Montezuma, CO",MVP-10,677,0
Tree-ring,Dendro - 149,5MV615,"Montezuma, CO",MVP-100,675,0
Tree-ring,Dendro - 149,5MV615,"Montezuma, CO",MVP-101,675,0
Tree-ring,Dendro - 149,5MV615,"Montezuma, CO",MVP-102,675,0
Tree-ring,Dendro - 149,5MV615,"Montezuma, CO",MVP-103,681,0
Tree-ring,Dendro - 149,5MV615,"Montezuma, CO",MVP-104,675,0
Tree-ring,Dendro - 149,5MV615,"Montezuma, CO",MVP-105,675,0
Tree-ring,Dendro - 149,5MV615,"Montezuma, CO",MVP-106,675,0
Tree-ring,Dendro - 149,5MV615,"Montezuma, CO",MVP-109,679,0
Tree-ring,Dendro - 149,5MV615,"Montezuma, CO",MVP-11,677,0
Tree-ring,Dendro - 149,5MV615,"Montezuma, CO",MVP-110,675,0
Tree-ring,Dendro - 149,5MV615,"Montezuma, CO",MVP-111,675,0
Tree-ring,Dendro - 149,5MV615,"Montezuma, CO",MVP-112,676,0
Tree-ring,Dendro - 149,5MV615,"Montezuma, CO",MVP-113,675,0
Tree-ring,Dendro - 149,5MV615,"Montezuma, CO",MVP-114,681,0
Tree-ring,Dendro - 149,5MV615,"Montezuma, CO",MVP-115,675,0
Tree-ring,Dendro - 149,5MV615,"Montezuma, CO",MVP-116,675,0
Tree-ring,Dendro - 149,5MV615,"Montezuma, CO",MVP-117,678,0
Tree-ring,Dendro - 149,5MV615,"Montezuma, CO",MVP-119,675,0
Tree-ring,Dendro - 149,5MV615,"Montezuma, CO",MVP-12,682,0
Tree-ring,Dendro - 149,5MV615,"Montezuma, CO",MVP-122,676,0
Tree-ring,Dendro - 149,5MV615,"Montezuma, CO",MVP-123,671,0
Tree-ring,Dendro - 149,5MV615,"Montezuma, CO",MVP-124,674,0
Tree-ring,Dendro - 149,5MV615,"Montezuma, CO",MVP-127,672,0
Tree-ring,Dendro - 149,5MV615,"Montezuma, CO",MVP-128,674,0
Tree-ring,Dendro - 149,5MV615,"Montezuma, CO",MVP-129,680,0
Tree-ring,Dendro - 149,5MV615,"Montezuma, CO",MVP-130,671,0
Tree-ring,Dendro - 149,5MV615,"Montezuma, CO",MVP-131,676,0
Tree-ring,Dendro - 149,5MV615,"Montezuma, CO",MVP-132,674,0
Tree-ring,Dendro - 149,5MV615,"Montezuma, CO",MVP-134,671,0
Tree-ring,Dendro - 149,5MV615,"Montezuma, CO",MVP-135,671,0
Tree-ring,Dendro - 149,5MV615,"Montezuma, CO",MVP-136,753,0
Tree-ring,Dendro - 149,5MV615,"Montezuma, CO",MVP-138,752,0
Tree-ring,Dendro - 149,5MV615,"Montezuma, CO",MVP-140,747,0
Tree-ring,Dendro - 149,5MV615,"Montezuma, CO",MVP-142,737,0
Tree-ring,Dendro - 149,5MV615,"Montezuma, CO",MVP-143,735,0
Tree-ring,Dendro - 149,5MV615,"Montezuma, CO",MVP-144,679,0
Tree-ring,Dendro - 149,5MV615,"Montezuma, CO",MVP-15,760,0
Tree-ring,Dendro - 149,5MV615,"Montezuma, CO",MVP-151,708,0
Tree-ring,Dendro - 149,5MV615,"Montezuma, CO",MVP-152,681,0
Tree-ring,Dendro - 149,5MV615,"Montezuma, CO",MVP-153,670,0
Tree-ring,Dendro - 149,5MV615,"Montezuma, CO",MVP-154,676,0
Tree-ring,Dendro - 149,5MV615,"Montezuma, CO",MVP-166,677,0
Tree-ring,Dendro - 149,5MV615,"Montezuma, CO",MVP-167,677,0
Tree-ring,Dendro - 149,5MV615,"Montezuma, CO",MVP-168,672,0
Tree-ring,Dendro - 149,5MV615,"Montezuma, CO",MVP-17,726,0
Tree-ring,Dendro - 149,5MV615,"Montezuma, CO",MVP-171,688,0
Tree-ring,Dendro - 149,5MV615,"Montezuma, CO",MVP-172,688,0
Tree-ring,Dendro - 149,5MV615,"Montezuma, CO",MVP-2,744,0
Tree-ring,Dendro - 149,5MV615,"Montezuma, CO",MVP-22,707,0
Tree-ring,Dendro - 149,5MV615,"Montezuma, CO",MVP-23,703,0
Tree-ring,Dendro - 149,5MV615,"Montezuma, CO",MVP-24,703,0
Tree-ring,Dendro - 149,5MV615,"Montezuma, CO",MVP-25,703,0
Tree-ring,Dendro - 149,5MV615,"Montezuma, CO",MVP-26,708,0
Tree-ring,Dendro - 149,5MV615,"Montezuma, CO",MVP-3,677,0
Tree-ring,Dendro - 149,5MV615,"Montezuma, CO",MVP-32,674,0
Tree-ring,Dendro - 149,5MV615,"Montezuma, CO",MVP-39,671,0
Tree-ring,Dendro - 149,5MV615,"Montezuma, CO",MVP-4,677,0
Tree-ring,Dendro - 149,5MV615,"Montezuma, CO",MVP-416,675,0
Tree-ring,Dendro - 149,5MV615,"Montezuma, CO",MVP-425,708,0
Tree-ring,Dendro - 149,5MV615,"Montezuma, CO",MVP-426,708,0
Tree-ring,Dendro - 149,5MV615,"Montezuma, CO",MVP-427,766,0
Tree-ring,Dendro - 149,5MV615,"Montezuma, CO",MVP-427A-B,766,0
Tree-ring,Dendro - 149,5MV615,"Montezuma, CO",MVP-428,708,0
Tree-ring,Dendro - 149,5MV615,"Montezuma, CO",MVP-429,702,0
Tree-ring,Dendro - 149,5MV615,"Montezuma, CO",MVP-430,747,0
Tree-ring,Dendro - 149,5MV615,"Montezuma, CO",MVP-431,747,0
Tree-ring,Dendro - 149,5MV615,"Montezuma, CO",MVP-433,708,0
Tree-ring,Dendro - 149,5MV615,"Montezuma, CO",MVP-438,703,0
Tree-ring,Dendro - 149,5MV615,"Montezuma, CO",MVP-440,671,0
Tree-ring,Dendro - 149,5MV615,"Montezuma, CO",MVP-441,671,0
Tree-ring,Dendro - 149,5MV615,"Montezuma, CO",MVP-442,671,0
Tree-ring,Dendro - 149,5MV615,"Montezuma, CO",MVP-45,702,0
Tree-ring,Dendro - 149,5MV615,"Montezuma, CO",MVP-47,702,0
Tree-ring,Dendro - 149,5MV615,"Montezuma, CO",MVP-49,708,0
Tree-ring,Dendro - 149,5MV615,"Montezuma, CO",MVP-50,702,0
Tree-ring,Dendro - 149,5MV615,"Montezuma, CO",MVP-51,711,0
Tree-ring,Dendro - 149,5MV615,"Montezuma, CO",MVP-52,703,0
Tree-ring,Dendro - 149,5MV615,"Montezuma, CO",MVP-54,702,0
Tree-ring,Dendro - 149,5MV615,"Montezuma, CO",MVP-55,706,0
Tree-ring,Dendro - 149,5MV615,"Montezuma, CO",MVP-56,702,0
Tree-ring,Dendro - 149,5MV615,"Montezuma, CO",MVP-57,704,0
Tree-ring,Dendro - 149,5MV615,"Montezuma, CO",MVP-58,702,0
Tree-ring,Dendro - 149,5MV615,"Montezuma, CO",MVP-59,702,0
Tree-ring,Dendro - 149,5MV615,"Montezuma, CO",MVP-62,704,0
Tree-ring,Dendro - 149,5MV615,"Montezuma, CO",MVP-63,703,0
Tree-ring,Dendro - 149,5MV615,"Montezuma, CO",MVP-64,703,0
Tree-ring,Dendro - 149,5MV615,"Montezuma, CO",MVP-65,703,0
Tree-ring,Dendro - 149,5MV615,"Montezuma, CO",MVP-66,703,0
Tree-ring,Dendro - 149,5MV615,"Montezuma, CO",MVP-67,702,0
Tree-ring,Dendro - 149,5MV615,"Montezuma, CO",MVP-7,677,0
Tree-ring,Dendro - 149,5MV615,"Montezuma, CO",MVP-70,703,0
Tree-ring,Dendro - 149,5MV615,"Montezuma, CO",MVP-71,746,0
Tree-ring,Dendro - 149,5MV615,"Montezuma, CO",MVP-74,702,0
Tree-ring,Dendro - 149,5MV615,"Montezuma, CO",MVP-75,703,0
Tree-ring,Dendro - 149,5MV615,"Montezuma, CO",MVP-76,746,0
Tree-ring,Dendro - 149,5MV615,"Montezuma, CO",MVP-77,704,0
Tree-ring,Dendro - 149,5MV615,"Montezuma, CO",MVP-78,708,0
Tree-ring,Dendro - 149,5MV615,"Montezuma, CO",MVP-79,707,0
Tree-ring,Dendro - 149,5MV615,"Montezuma, CO",MVP-8,677,0
Tree-ring,Dendro - 149,5MV615,"Montezuma, CO",MVP-80,675,0
Tree-ring,Dendro - 149,5MV615,"Montezuma, CO",MVP-84,681,0
Tree-ring,Dendro - 149,5MV615,"Montezuma, CO",MVP-86,675,0
Tree-ring,Dendro - 149,5MV615,"Montezuma, CO",MVP-87,675,0
Tree-ring,Dendro - 149,5MV615,"Montezuma, CO",MVP-88,694,0
Tree-ring,Dendro - 149,5MV615,"Montezuma, CO",MVP-89,675,0
Tree-ring,Dendro - 149,5MV615,"Montezuma, CO",MVP-90,675,0
Tree-ring,Dendro - 149,5MV615,"Montezuma, CO",MVP-92,676,0
Tree-ring,Dendro - 149,5MV615,"Montezuma, CO",MVP-93,675,0
Tree-ring,Dendro - 149,5MV615,"Montezuma, CO",MVP-95,675,0
Tree-ring,Dendro - 149,5MV615,"Montezuma, CO",MVP-96,675,0
Tree-ring,Dendro - 149,5MV615,"Montezuma, CO",MVP-97,678,0
Tree-ring,Dendro - 149,5MV615,"Montezuma, CO",MVP-99,675,0
Tree-ring,Dendro - 151,NA,"Montezuma, CO",MVC-460,1089,0
Tree-ring,Dendro - 151,NA,"Montezuma, CO",MVC-487,1007,0
Tree-ring,Dendro - 151,NA,"Montezuma, CO",MVC-493,1097,0
Tree-ring,Dendro - 151,NA,"Montezuma, CO",MVC-497,957,0
Tree-ring,Dendro - 151,NA,"Montezuma, CO",MVC-788,1017,0
Tree-ring,Dendro - 151,NA,"Montezuma, CO",MVC-790,1010,0
Tree-ring,Dendro - 152,5MV1937,"Montezuma, CO",MVC-502,1340,0
Tree-ring,Dendro - 152,5MV1937,"Montezuma, CO",MVC-505,1322,0
Tree-ring,Dendro - 152,5MV1937,"Montezuma, CO",MVC-511,1345,0
