Type,SiteID,Site_Number,County,Lab_Number,Date_BP,SD
Radiocarbon,Radiocarbon - 1451,K:15:16,"Apache, AZ",Beta-59718,1230,50
Radiocarbon,Radiocarbon - 1564,LA-18745,"Apache, AZ",UGa-2893,2395,50
Radiocarbon,Radiocarbon - 1163,Q:1:22,"Apache, AZ",P-1544,500,50
Radiocarbon,Radiocarbon - 1451,K:15:16,"Apache, AZ",Beta-59717,910,50
Radiocarbon,Radiocarbon - 1798,E:,"Apache, AZ",AA-86999,2153,51
Radiocarbon,Radiocarbon - 1798,E:,"Apache, AZ",AA-87003,2070,51
Radiocarbon,Radiocarbon - 1798,E:,"Apache, AZ",AA-87000,2187,52
Radiocarbon,Radiocarbon - 1798,E:,"Apache, AZ",AA-87002,2134,52
Radiocarbon,Radiocarbon - 1798,E:,"Apache, AZ",AA-86998,1278,58
Radiocarbon,Radiocarbon - 1447,K:13:60,"Apache, AZ",AA-2438,2100,60
Radiocarbon,Radiocarbon - 1452,K:15:28,"Apache, AZ",Beta-59706,870,60
Radiocarbon,Radiocarbon - 1161,Q:,"Apache, AZ",UGa-2101,2180,60
Radiocarbon,Radiocarbon - 1161,Q:,"Apache, AZ",UGa-2102,2145,60
Radiocarbon,Radiocarbon - 1161,Q:,"Apache, AZ",UGa-2104,2040,60
Radiocarbon,Radiocarbon - 1448,K:14:26,"Apache, AZ",Beta-29353,740,60
Radiocarbon,Radiocarbon - 1448,K:14:26,"Apache, AZ",Beta-29354,990,60
Radiocarbon,Radiocarbon - 1449,K:14:32,"Apache, AZ",Beta-47898,1360,60
Radiocarbon,Radiocarbon - 1449,K:14:32,"Apache, AZ",Beta-47903,1040,60
Radiocarbon,Radiocarbon - 1449,K:14:32,"Apache, AZ",Beta-47904,1270,60
Radiocarbon,Radiocarbon - 1449,K:14:32,"Apache, AZ",Beta-47905,1550,60
Radiocarbon,Radiocarbon - 1451,K:15:16,"Apache, AZ",Beta-59713,1160,60
Radiocarbon,Radiocarbon - 1451,K:15:16,"Apache, AZ",Beta-59714,1220,60
Radiocarbon,Radiocarbon - 1163,Q:1:22,"Apache, AZ",WSU-3983,770,60
Radiocarbon,Radiocarbon - 1451,K:15:16,"Apache, AZ",Beta-59715,1070,60
Radiocarbon,Radiocarbon - 1161,Q:,"Apache, AZ",UGa-2103,2185,65
Radiocarbon,Radiocarbon - 1167,Q:7:22,"Apache, AZ",UGA-3235,2395,65
Radiocarbon,Radiocarbon - 1161,Q:,"Apache, AZ",WSU-4190,2090,70
Radiocarbon,Radiocarbon - 1161,Q:,"Apache, AZ",WSU-4191,1830,70
Radiocarbon,Radiocarbon - 1168,Q:7:33,"Apache, AZ",UGA-3230,3310,70
Radiocarbon,Radiocarbon - 1448,K:14:26,"Apache, AZ",Beta-29352,690,70
Radiocarbon,Radiocarbon - 1449,K:14:32,"Apache, AZ",Beta-47900,1490,70
Radiocarbon,Radiocarbon - 1450,K:14:33,"Apache, AZ",Beta-47906,1490,70
Radiocarbon,Radiocarbon - 1450,K:14:33,"Apache, AZ",Beta-47907,1460,70
Radiocarbon,Radiocarbon - 1451,K:15:16,"Apache, AZ",Beta-59710,1370,70
Radiocarbon,Radiocarbon - 1547,LA-18103,"Apache, AZ",UGa-3628,3650,70
Radiocarbon,Radiocarbon - 1564,LA-18745,"Apache, AZ",UGa-2894,2825,70
Radiocarbon,Radiocarbon - 1163,Q:1:22,"Apache, AZ",WSU-3980,400,70
Radiocarbon,Radiocarbon - 1161,Q:,"Apache, AZ",UGA-2100,1940,75
Radiocarbon,Radiocarbon - 1164,Q:11:69,"Apache, AZ",UGA-3227,2355,75
Radiocarbon,Radiocarbon - 1563,LA-17584,"Apache, AZ",UGa-3110,2150,75
Radiocarbon,Radiocarbon - 1798,E:,"Apache, AZ",AA-87001,2155,76
Radiocarbon,Radiocarbon - 1165,Q:12:13,"Apache, AZ",UGa-2137,1540,80
Radiocarbon,Radiocarbon - 1446,K:13:41,"Apache, AZ",Beta-60046,910,80
Radiocarbon,Radiocarbon - 1446,K:13:41,"Apache, AZ",Beta-60047,650,80
Radiocarbon,Radiocarbon - 1448,K:14:26,"Apache, AZ",Beta-29351,740,80
Radiocarbon,Radiocarbon - 1449,K:14:32,"Apache, AZ",Beta-47897?,1785,80
Radiocarbon,Radiocarbon - 1449,K:14:32,"Apache, AZ",Beta-47899,1500,80
Radiocarbon,Radiocarbon - 1451,K:15:16,"Apache, AZ",Beta-59712,1090,80
Radiocarbon,Radiocarbon - 1163,Q:1:22,"Apache, AZ",WSU-3982,640,80
Radiocarbon,Radiocarbon - 1163,Q:1:22,"Apache, AZ",WSU-3985,570,80
Radiocarbon,Radiocarbon - 1163,Q:1:22,"Apache, AZ",WSU-3986,580,80
Radiocarbon,Radiocarbon - 1163,Q:1:22,"Apache, AZ",WSU-3981,625,85
Radiocarbon,Radiocarbon - 1546,LA-17337,"Apache, AZ",UGa-3621,3680,85
Radiocarbon,Radiocarbon - 1161,Q:,"Apache, AZ",WSU-4193,1530,90
Radiocarbon,Radiocarbon - 1162,Q:1:114,"Apache, AZ",WSU-4223,1920,90
Radiocarbon,Radiocarbon - 1162,Q:1:114,"Apache, AZ",WSU-4224,2280,90
Radiocarbon,Radiocarbon - 1163,Q:1:22,"Apache, AZ",WSU-3984,730,90
Radiocarbon,Radiocarbon - 1164,Q:11:69,"Apache, AZ",UGA-3218,4130,90
Radiocarbon,Radiocarbon - 1164,Q:11:69,"Apache, AZ",UGA-3228,4130,90
Radiocarbon,Radiocarbon - 1447,K:13:60,"Apache, AZ",WSU-3576,2960,90
Radiocarbon,Radiocarbon - 1450,K:14:33,"Apache, AZ",Beta-47908,1920,90
Radiocarbon,Radiocarbon - 1161,Q:,"Apache, AZ",WSU-4188,1590,95
Radiocarbon,Radiocarbon - 1162,Q:1:114,"Apache, AZ",WSU-4219,1900,95
Radiocarbon,Radiocarbon - 1162,Q:1:114,"Apache, AZ",WSU-4220,1950,95
Radiocarbon,Radiocarbon - 1162,Q:1:114,"Apache, AZ",WSU-4221,1830,95
Radiocarbon,Radiocarbon - 1447,K:13:60,"Apache, AZ",WSU-3577,2900,95
Radiocarbon,Radiocarbon - 1546,LA-17337,"Apache, AZ",UGa-3623,3560,95
Radiocarbon,Radiocarbon - 1161,Q:,"Apache, AZ",WSU-4189,2040,100
Radiocarbon,Radiocarbon - 1162,Q:1:114,"Apache, AZ",WSU-4222,1700,100
Radiocarbon,Radiocarbon - 1168,Q:7:33,"Apache, AZ",UGA-3229,2175,100
Radiocarbon,Radiocarbon - 1166,Q:12:27,"Apache, AZ",UGA-3232,3070,105
Radiocarbon,Radiocarbon - 1169,Q:7:34,"Apache, AZ",UGA-3231,1920,105
Radiocarbon,Radiocarbon - 1447,K:13:60,"Apache, AZ",WSU-3575,2420,110
Radiocarbon,Radiocarbon - 1451,K:15:16,"Apache, AZ",Beta-59709,1130,110
Radiocarbon,Radiocarbon - 1164,Q:11:69,"Apache, AZ",UGA-3226,1435,115
Radiocarbon,Radiocarbon - 1166,Q:12:27,"Apache, AZ",UGA-3233,2850,125
Radiocarbon,Radiocarbon - 1167,Q:7:22,"Apache, AZ",A-2202,2120,140
Radiocarbon,Radiocarbon - 1165,Q:12:13,"Apache, AZ",UGa-2139,1775,145
Radiocarbon,Radiocarbon - 1161,Q:,"Apache, AZ",WSU-4192,1740,150
Radiocarbon,Radiocarbon - 1547,LA-18103,"Apache, AZ",UGa-3627,3985,155
Radiocarbon,Radiocarbon - 1161,Q:,"Apache, AZ",GX-12488,2734,160
Radiocarbon,Radiocarbon - 1167,Q:7:22,"Apache, AZ",UGA-3239,2130,185
Radiocarbon,Radiocarbon - 1170,Q:7:35,"Apache, AZ",A-2203,4770,200
Radiocarbon,Radiocarbon - 1166,Q:12:27,"Apache, AZ",UGA-3234,2980,205
Radiocarbon,Radiocarbon - 1167,Q:7:22,"Apache, AZ",UGA-3236,3255,220
Radiocarbon,Radiocarbon - 1167,Q:7:22,"Apache, AZ",UGA-3237,2070,230
Radiocarbon,Radiocarbon - 1167,Q:7:22,"Apache, AZ",UGA-3238,2735,230
Radiocarbon,Radiocarbon - 566,LA12076,"Grant, NM",UCIAMS-154709,1075,20
Radiocarbon,Radiocarbon - 565,LA111413,"Grant, NM",Beta-105818,1010,40
Radiocarbon,Radiocarbon - 568,LA78089,"Grant, NM",Beta-141721,2270,40
Radiocarbon,Radiocarbon - 568,LA78089,"Grant, NM",Beta-141724,2240,40
Radiocarbon,Radiocarbon - 568,LA78089,"Grant, NM",Beta-141722,1690,40
Radiocarbon,Radiocarbon - 568,LA78089,"Grant, NM",Beta-141723,1700,40
Radiocarbon,Radiocarbon - 569,LA99631,"Grant, NM",Beta-133981,2740,45
Radiocarbon,Radiocarbon - 569,LA99631,"Grant, NM",Beta-133982,2730,45
Radiocarbon,Radiocarbon - 569,LA99631,"Grant, NM",Beta-133983,1815,45
Radiocarbon,Radiocarbon - 569,LA99631,"Grant, NM",Beta-133984,2735,45
Radiocarbon,Radiocarbon - 569,LA99631,"Grant, NM",Beta-141726,1945,45
Radiocarbon,Radiocarbon - 569,LA99631,"Grant, NM",Beta-141727,295,45
Radiocarbon,Radiocarbon - 569,LA99631,"Grant, NM",Beta-141728,2705,45
Radiocarbon,Radiocarbon - 569,LA99631,"Grant, NM",Beta-142216,1735,45
Radiocarbon,Radiocarbon - 569,LA99631,"Grant, NM",Beta-142217,2740,45
Radiocarbon,Radiocarbon - 569,LA99631,"Grant, NM",Beta-142218,2760,45
Radiocarbon,Radiocarbon - 569,LA99631,"Grant, NM",Beta-142219,2760,45
Radiocarbon,Radiocarbon - 569,LA99631,"Grant, NM",Beta-142220,2735,45
Radiocarbon,Radiocarbon - 564,LA111402,"Grant, NM",Beta-106598,420,50
Radiocarbon,Radiocarbon - 565,LA111413,"Grant, NM",Beta-105817,1130,50
Radiocarbon,Radiocarbon - 568,LA78089,"Grant, NM",Beta-141725,2240,50
Radiocarbon,Radiocarbon - 568,LA78089,"Grant, NM",Beta-133978,2230,50
Radiocarbon,Radiocarbon - 568,LA78089,"Grant, NM",Beta-133979,2210,50
Radiocarbon,Radiocarbon - 568,LA78089,"Grant, NM",Beta-133980,2140,50
Radiocarbon,Radiocarbon - 567,LA34813,"Grant, NM",N-1556,1640,80
Radiocarbon,Radiocarbon - 2557,5DT813,"Dolores, CO",Beta-306306,3610,30
Radiocarbon,Radiocarbon - 2557,5DT813,"Dolores, CO",Beta-304778,3590,30
Radiocarbon,Radiocarbon - 2557,5DT813,"Dolores, CO",Beta-234858,1480,40
Radiocarbon,Radiocarbon - 2557,5DT813,"Dolores, CO",Beta-235397,1370,40
Radiocarbon,Radiocarbon - 2557,5DT813,"Dolores, CO",Beta-302711,6610,40
Radiocarbon,Radiocarbon - 2557,5DT813,"Dolores, CO",Beta-304094,2340,40
Radiocarbon,Radiocarbon - 2557,5DT813,"Dolores, CO",Beta-283900,1940,40
Radiocarbon,Radiocarbon - 2557,5DT813,"Dolores, CO",Beta-250332,6890,50
Radiocarbon,Radiocarbon - 2648,42GA3128,"Garfield, UT",SR-5867,890,30
Radiocarbon,Radiocarbon - 2813,42GA4445,"Garfield, UT",BETA-128677,940,30
Radiocarbon,Radiocarbon - 2648,42GA3128,"Garfield, UT",SR-5864,1180,40
Radiocarbon,Radiocarbon - 2537,42GA4540,"Garfield, UT",BETA-134614,1610,40
Radiocarbon,Radiocarbon - 2648,42GA3128,"Garfield, UT",SR-5866,860,40
Radiocarbon,Radiocarbon - 2816,42GA4431,"Garfield, UT",BETA-190227,960,40
Radiocarbon,Radiocarbon - 2648,42GA3128,"Garfield, UT",SR-5865,1460,40
Radiocarbon,Radiocarbon - 2646,42GA4076,"Garfield, UT",BETA-161579,1110,40
Radiocarbon,Radiocarbon - 2451,42GA3303,"Garfield, UT",BETA-68653,1690,50
Radiocarbon,Radiocarbon - 2626,42GA3591,"Garfield, UT",BETA-54286,990,50
Radiocarbon,Radiocarbon - 2467,42GA288,"Garfield, UT",Beta-34940,1480,50
Radiocarbon,Radiocarbon - 2465,42GA4567,"Garfield, UT",BETA-161580,770,50
Radiocarbon,Radiocarbon - 2472,42GA288,"Garfield, UT",AA-5224,1600,50
Radiocarbon,Radiocarbon - 2560,42GA3907,"Garfield, UT",BETA-94482-dup?,3160,50
Radiocarbon,Radiocarbon - 2816,42GA4431,"Garfield, UT",BETA-128673,1160,50
Radiocarbon,Radiocarbon - 2816,42GA4431,"Garfield, UT",BETA-128674,2040,50
Radiocarbon,Radiocarbon - 2624,42GA4126,"Garfield, UT",BETA-106104,1140,60
Radiocarbon,Radiocarbon - 2627,42GA2557,"Garfield, UT",BETA-77112,760,60
Radiocarbon,Radiocarbon - 2669,42GA3138,"Garfield, UT",BETA-39266,980,60
Radiocarbon,Radiocarbon - 2682,42GA3102,"Garfield, UT",BETA-17182,1200,60
Radiocarbon,Radiocarbon - 2726,42GA4001,"Garfield, UT",BETA-101268,2120,60
Radiocarbon,Radiocarbon - 2847,42GA3863,"Garfield, UT",BETA-101423,2050,60
Radiocarbon,Radiocarbon - 2501,42GA3132,"Garfield, UT",Beta-35560,1580,60
Radiocarbon,Radiocarbon - 2501,42GA3132,"Garfield, UT",Beta-20671,1550,60
Radiocarbon,Radiocarbon - 2503,42GA3138,"Garfield, UT",Beta-20673,770,60
Radiocarbon,Radiocarbon - 2503,42GA3138,"Garfield, UT",Beta-39256,2320,60
Radiocarbon,Radiocarbon - 2504,42GA3199,"Garfield, UT",Beta-31188,1520,60
Radiocarbon,Radiocarbon - 2506,42GA3205,"Garfield, UT",Beta-27897,3240,60
Radiocarbon,Radiocarbon - 2529,42GA1541,"Garfield, UT",BETA-134608,1230,60
Radiocarbon,Radiocarbon - 2829,42GA448,"Garfield, UT",BETA-124190,1470,60
Radiocarbon,Radiocarbon - 2656,42GA3970,"Garfield, UT",BETA-161576,930,60
Radiocarbon,Radiocarbon - 2814,42GA4443,"Garfield, UT",BETA-128676,1140,60
Radiocarbon,Radiocarbon - 2830,42GA4441,"Garfield, UT",BETA-124189,1460,60
Radiocarbon,Radiocarbon - 2828,42GA4418,"Garfield, UT",BETA-128679,2110,70
Radiocarbon,Radiocarbon - 2498,42GA3084,"Garfield, UT",Beta-31185,2850,70
Radiocarbon,Radiocarbon - 2500,42GA3122,"Garfield, UT",Beta-20669,2250,70
Radiocarbon,Radiocarbon - 2503,42GA3138,"Garfield, UT",Beta-35318,1380,70
Radiocarbon,Radiocarbon - 2505,42GA3202,"Garfield, UT",Beta-31189,2530,70
Radiocarbon,Radiocarbon - 2467,42GA288,"Garfield, UT",Beta-34939,1270,70
Radiocarbon,Radiocarbon - 2495,42GA103,"Garfield, UT",Beta-34937,1570,70
Radiocarbon,Radiocarbon - 2465,42GA4567,"Garfield, UT",BETA-161581,1170,70
Radiocarbon,Radiocarbon - 2471,42GA102,"Garfield, UT",BETA-34935,1180,70
Radiocarbon,Radiocarbon - 2529,42GA1541,"Garfield, UT",BETA-134609,1030,70
Radiocarbon,Radiocarbon - 2536,42GA4561,"Garfield, UT",BETA-134619,1320,70
Radiocarbon,Radiocarbon - 2538,42GA4542,"Garfield, UT",BETA-134615,1650,70
Radiocarbon,Radiocarbon - 2539,42GA4538,"Garfield, UT",BETA-134613,1490,70
Radiocarbon,Radiocarbon - 2647,42GA4055,"Garfield, UT",BETA-101263,1350,70
Radiocarbon,Radiocarbon - 2631,42GA3954,"Garfield, UT",BETA-101266,300,70
Radiocarbon,Radiocarbon - 2812,42GA4437,"Garfield, UT",BETA-128675,1570,70
Radiocarbon,Radiocarbon - 2732,42GA3750,"Garfield, UT",BETA-117938,1200,80
Radiocarbon,Radiocarbon - 2671,42GA34,"Garfield, UT",Tx-134,795,80
Radiocarbon,Radiocarbon - 2671,42GA34,"Garfield, UT",Tx-135,785,80
Radiocarbon,Radiocarbon - 2467,42GA288,"Garfield, UT",Beta-34938,1570,80
Radiocarbon,Radiocarbon - 2461,42GA4032,"Garfield, UT",BETA-161577,1200,80
Radiocarbon,Radiocarbon - 2470,42GA103,"Garfield, UT",BETA-34936,1640,80
Radiocarbon,Radiocarbon - 2530,42GA4543,"Garfield, UT",BETA-134616,1590,80
Radiocarbon,Radiocarbon - 2536,42GA4561,"Garfield, UT",BETA-134617,1520,80
Radiocarbon,Radiocarbon - 2536,42GA4561,"Garfield, UT",BETA-134618,1500,80
Radiocarbon,Radiocarbon - 2540,42GA4536,"Garfield, UT",BETA-134612,1760,80
Radiocarbon,Radiocarbon - 2563,42GA4518,"Garfield, UT",BETA-134610,950,80
Radiocarbon,Radiocarbon - 2670,42GA3987,"Garfield, UT",BETA-101267,2180,80
Radiocarbon,Radiocarbon - 2828,42GA4418,"Garfield, UT",BETA-128680,1580,80
Radiocarbon,Radiocarbon - 2671,42GA34,"Garfield, UT",Tx-132,900,85
Radiocarbon,Radiocarbon - 2671,42GA34,"Garfield, UT",Tx-133,1115,85
Radiocarbon,Radiocarbon - 2451,42GA3303,"Garfield, UT",BETA-68657,2090,90
Radiocarbon,Radiocarbon - 2501,42GA3132,"Garfield, UT",Beta-35559,5880,90
Radiocarbon,Radiocarbon - 2504,42GA3199,"Garfield, UT",Beta-31187,2160,90
Radiocarbon,Radiocarbon - 2506,42GA3205,"Garfield, UT",Beta-28322,2670,90
Radiocarbon,Radiocarbon - 2467,42GA288,"Garfield, UT",Beta-34941,1770,90
Radiocarbon,Radiocarbon - 2630,42GA4054,"Garfield, UT",BETA-161578,1220,90
Radiocarbon,Radiocarbon - 2496,42GA3035,"Garfield, UT",Beta-28770,1650,100
Radiocarbon,Radiocarbon - 2497,42GA3082,"Garfield, UT",Beta-28769,1570,100
Radiocarbon,Radiocarbon - 2503,42GA3138,"Garfield, UT",Beta-35319,2760,100
Radiocarbon,Radiocarbon - 2507,42GA3206,"Garfield, UT",Beta-32026,2950,100
Radiocarbon,Radiocarbon - 2471,42GA102,"Garfield, UT",BETA-34934,1520,100
Radiocarbon,Radiocarbon - 2559,42GA4521,"Garfield, UT",BETA-134611,1610,120
Radiocarbon,Radiocarbon - 2558,42GA456,"Garfield, UT",BETA-161574,2030,120
Radiocarbon,Radiocarbon - 2502,42GA3133,"Garfield, UT",Beta-35561,4980,130
Radiocarbon,Radiocarbon - 2508,42GA3411,"Garfield, UT",Beta-31191,7560,130
Radiocarbon,Radiocarbon - 2564,42GA3743,"Garfield, UT",BETA-23058,1500,140
Radiocarbon,Radiocarbon - 2771,42GA3048,"Garfield, UT",BETA-16268,1850,140
Radiocarbon,Radiocarbon - 2499,42GA3086,"Garfield, UT",Beta-32025,3230,140
Radiocarbon,Radiocarbon - 2564,42GA3743,"Garfield, UT",BETA-23057,1910,160
Radiocarbon,Radiocarbon - 2460,42SA22180,"San Juan, UT",A-1824,1965,31
Radiocarbon,Radiocarbon - 2460,42SA22180,"San Juan, UT",A-1843,1862,34
Radiocarbon,Radiocarbon - 2429,42SA21153A,"San Juan, UT",AA-84948,1839,36
Radiocarbon,Radiocarbon - 2460,42SA22180,"San Juan, UT",A-1801,1080,40
Radiocarbon,Radiocarbon - 2460,42SA22180,"San Juan, UT",A-1827,1813,40
Radiocarbon,Radiocarbon - 2460,42SA22180,"San Juan, UT",A-1829,1843,40
Radiocarbon,Radiocarbon - 2460,42SA22180,"San Juan, UT",A-1830,1833,40
Radiocarbon,Radiocarbon - 2460,42SA22180,"San Juan, UT",A-1833,1793,40
Radiocarbon,Radiocarbon - 2460,42SA22180,"San Juan, UT",A-1840,1803,40
Radiocarbon,Radiocarbon - 2233,42SA22674,"San Juan, UT",Beta-112582,850,40
Radiocarbon,Radiocarbon - 2233,42SA22674,"San Juan, UT",Beta-122103,1040,40
Radiocarbon,Radiocarbon - 2233,42SA22674,"San Juan, UT",Beta-122105,920,40
Radiocarbon,Radiocarbon - 2233,42SA22674,"San Juan, UT",Beta-122581,850,40
Radiocarbon,Radiocarbon - 2429,42SA21153A,"San Juan, UT",BETA-256926,1010,40
Radiocarbon,Radiocarbon - 2429,42SA21153A,"San Juan, UT",BETA-256927,1900,40
Radiocarbon,Radiocarbon - 2072,NA,"San Juan, UT",BETA-175652,1800,40
Radiocarbon,Radiocarbon - 2460,42SA22180,"San Juan, UT",A-1811,1934,41
Radiocarbon,Radiocarbon - 2460,42SA22180,"San Juan, UT",A-1817,1816,41
Radiocarbon,Radiocarbon - 2460,42SA22180,"San Juan, UT",A-1820,1934,41
Radiocarbon,Radiocarbon - 2460,42SA22180,"San Juan, UT",A-1821,1904,41
Radiocarbon,Radiocarbon - 2460,42SA22180,"San Juan, UT",A-1832,1924,41
Radiocarbon,Radiocarbon - 2460,42SA22180,"San Juan, UT",A-1842,1975,41
Radiocarbon,Radiocarbon - 2460,42SA22180,"San Juan, UT",A-1846,1882,41
Radiocarbon,Radiocarbon - 2460,42SA22180,"San Juan, UT",A-1803,1881,42
Radiocarbon,Radiocarbon - 2460,42SA22180,"San Juan, UT",A-1804,2004,42
Radiocarbon,Radiocarbon - 2460,42SA22180,"San Juan, UT",A-1810,2031,42
Radiocarbon,Radiocarbon - 2460,42SA22180,"San Juan, UT",A-1818,1782,42
Radiocarbon,Radiocarbon - 2460,42SA22180,"San Juan, UT",A-1861,1806,42
Radiocarbon,Radiocarbon - 2460,42SA22180,"San Juan, UT",A-1867,1795,42
Radiocarbon,Radiocarbon - 2460,42SA22180,"San Juan, UT",A-1872,1958,42
Radiocarbon,Radiocarbon - 2460,42SA22180,"San Juan, UT",A-1875,1914,42
Radiocarbon,Radiocarbon - 2460,42SA22180,"San Juan, UT",A-1807,1977,43
Radiocarbon,Radiocarbon - 2460,42SA22180,"San Juan, UT",A-1822,1903,43
Radiocarbon,Radiocarbon - 2460,42SA22180,"San Juan, UT",A-1826,1682,43
Radiocarbon,Radiocarbon - 2460,42SA22180,"San Juan, UT",A-1858,1862,43
Radiocarbon,Radiocarbon - 2460,42SA22180,"San Juan, UT",A-1864,1867,43
Radiocarbon,Radiocarbon - 2460,42SA22180,"San Juan, UT",A-1878,1867,43
Radiocarbon,Radiocarbon - 2460,42SA22180,"San Juan, UT",A-1777,1882,45
Radiocarbon,Radiocarbon - 2460,42SA22180,"San Juan, UT",A-1789,1921,45
Radiocarbon,Radiocarbon - 2460,42SA22180,"San Juan, UT",A-1792,1940,45
Radiocarbon,Radiocarbon - 2460,42SA22180,"San Juan, UT",A-1816,1944,45
Radiocarbon,Radiocarbon - 2460,42SA22180,"San Juan, UT",A-1825,1880,45
Radiocarbon,Radiocarbon - 2460,42SA22180,"San Juan, UT",A-1831,1837,45
Radiocarbon,Radiocarbon - 2460,42SA22180,"San Juan, UT",A-1835,1868,45
Radiocarbon,Radiocarbon - 2460,42SA22180,"San Juan, UT",A-1841,1869,45
Radiocarbon,Radiocarbon - 2460,42SA22180,"San Juan, UT",A-1844,1876,45
Radiocarbon,Radiocarbon - 2460,42SA22180,"San Juan, UT",A-1845,1842,45
Radiocarbon,Radiocarbon - 2460,42SA22180,"San Juan, UT",A-1847,1908,45
Radiocarbon,Radiocarbon - 2430,42SA21153,"San Juan, UT",WSU-2750,1860,45
Radiocarbon,Radiocarbon - 2460,42SA22180,"San Juan, UT",A-1783,2043,46
Radiocarbon,Radiocarbon - 2460,42SA22180,"San Juan, UT",A-1795,2040,46
Radiocarbon,Radiocarbon - 2460,42SA22180,"San Juan, UT",A-1798,1980,46
Radiocarbon,Radiocarbon - 2460,42SA22180,"San Juan, UT",A-1809,1839,46
Radiocarbon,Radiocarbon - 2460,42SA22180,"San Juan, UT",A-1834,1932,46
Radiocarbon,Radiocarbon - 2460,42SA22180,"San Juan, UT",A-1836,1893,46
Radiocarbon,Radiocarbon - 2460,42SA22180,"San Juan, UT",A-1849,1953,46
Radiocarbon,Radiocarbon - 2460,42SA22180,"San Juan, UT",A-1851,1929,46
Radiocarbon,Radiocarbon - 2460,42SA22180,"San Juan, UT",A-1855,1929,46
Radiocarbon,Radiocarbon - 2460,42SA22180,"San Juan, UT",A-1859,1829,46
Radiocarbon,Radiocarbon - 2460,42SA22180,"San Juan, UT",A-1862,1921,46
Radiocarbon,Radiocarbon - 2460,42SA22180,"San Juan, UT",A-1868,1838,46
Radiocarbon,Radiocarbon - 2460,42SA22180,"San Juan, UT",A-1871,1870,46
Radiocarbon,Radiocarbon - 2460,42SA22180,"San Juan, UT",A-1873,1867,46
Radiocarbon,Radiocarbon - 2460,42SA22180,"San Juan, UT",A-1876,1850,46
Radiocarbon,Radiocarbon - 2460,42SA22180,"San Juan, UT",A-1879,1877,46
Radiocarbon,Radiocarbon - 2460,42SA22180,"San Juan, UT",A-1781,1919,47
Radiocarbon,Radiocarbon - 2460,42SA22180,"San Juan, UT",A-1796,1347,47
Radiocarbon,Radiocarbon - 2460,42SA22180,"San Juan, UT",A-1800,1797,47
Radiocarbon,Radiocarbon - 2460,42SA22180,"San Juan, UT",A-1838,1845,47
Radiocarbon,Radiocarbon - 2460,42SA22180,"San Juan, UT",A-1839,1650,47
Radiocarbon,Radiocarbon - 2460,42SA22180,"San Juan, UT",A-1848,1896,47
Radiocarbon,Radiocarbon - 2460,42SA22180,"San Juan, UT",A-1860,2086,47
Radiocarbon,Radiocarbon - 2460,42SA22180,"San Juan, UT",A-1866,1934,47
Radiocarbon,Radiocarbon - 2460,42SA22180,"San Juan, UT",A-1880,1884,47
Radiocarbon,Radiocarbon - 2460,42SA22180,"San Juan, UT",A-1786,1915,48
Radiocarbon,Radiocarbon - 2460,42SA22180,"San Juan, UT",A-1828,1896,48
Radiocarbon,Radiocarbon - 2460,42SA22180,"San Juan, UT",A-1837,1864,48
Radiocarbon,Radiocarbon - 2460,42SA22180,"San Juan, UT",A-1852,2004,48
Radiocarbon,Radiocarbon - 2460,42SA22180,"San Juan, UT",A-1813,1971,49
Radiocarbon,Radiocarbon - 2460,42SA22180,"San Juan, UT",A-1823,1793,50
Radiocarbon,Radiocarbon - 2460,42SA22180,"San Juan, UT",A-1863,1846,50
Radiocarbon,Radiocarbon - 2460,42SA22180,"San Juan, UT",A-1865,1876,50
Radiocarbon,Radiocarbon - 2133,42SA20804,"San Juan, UT",BETA-69277,3950,50
Radiocarbon,Radiocarbon - 2458,42SA18646,"San Juan, UT",BETA-5797,1460,50
Radiocarbon,Radiocarbon - 2464,42SA22559,"San Juan, UT",BETA-77110,950,50
Radiocarbon,Radiocarbon - 2733,42SA17119,"San Juan, UT",BETA-57131,1870,50
Radiocarbon,Radiocarbon - 2811,42SA1563,"San Juan, UT",BETA-19918,760,50
Radiocarbon,Radiocarbon - 2430,42SA21153,"San Juan, UT",WSU-2759,2065,50
Radiocarbon,Radiocarbon - 2430,42SA21153,"San Juan, UT",Beta-77874,2320,50
Radiocarbon,Radiocarbon - 2072,NA,"San Juan, UT",BETA-102492,1840,50
Radiocarbon,Radiocarbon - 2460,42SA22180,"San Juan, UT",A-1797,1792,51
Radiocarbon,Radiocarbon - 2460,42SA22180,"San Juan, UT",A-1808,1934,51
Radiocarbon,Radiocarbon - 2460,42SA22180,"San Juan, UT",A-1814,1965,51
Radiocarbon,Radiocarbon - 2460,42SA22180,"San Juan, UT",A-1850,1897,51
Radiocarbon,Radiocarbon - 2460,42SA22180,"San Juan, UT",A-1874,1825,52
Radiocarbon,Radiocarbon - 2460,42SA22180,"San Juan, UT",A-1877,1854,53
Radiocarbon,Radiocarbon - 2430,42SA21153,"San Juan, UT",WSU-2751,1925,55
Radiocarbon,Radiocarbon - 2460,42SA22180,"San Juan, UT",A-1778,1956,56
Radiocarbon,Radiocarbon - 2460,42SA22180,"San Juan, UT",A-1776,1932,57
Radiocarbon,Radiocarbon - 2460,42SA22180,"San Juan, UT",A-1779,1938,57
Radiocarbon,Radiocarbon - 2460,42SA22180,"San Juan, UT",A-1782,1878,57
