Type,SiteID,Site_Number,County,Lab_Number,Date_BP,SD
Radiocarbon,Radiocarbon - 2330,5MT12069,"Montezuma, CO",Beta-155398,960,40
Radiocarbon,Radiocarbon - 2330,5MT12069,"Montezuma, CO",Beta-155399,2550,40
Radiocarbon,Radiocarbon - 2331,5MT123,"Montezuma, CO",Beta-201369,760,40
Radiocarbon,Radiocarbon - 2331,5MT123,"Montezuma, CO",Beta-201370,880,40
Radiocarbon,Radiocarbon - 2335,5MT13682,"Montezuma, CO",Beta-133591,7610,40
Radiocarbon,Radiocarbon - 2349,5MT5466,"Montezuma, CO",Beta-133589,900,40
Radiocarbon,Radiocarbon - 2348,5MT5454,"Montezuma, CO",Beta-147435,7950,40
Radiocarbon,Radiocarbon - 2344,5MT4654,"Montezuma, CO",Tx-3888,670,40
Radiocarbon,Radiocarbon - 2325,5MT10594,"Montezuma, CO",Beta-75286,1080,50
Radiocarbon,Radiocarbon - 2339,5MT2731,"Montezuma, CO",Beta-10866,2830,50
Radiocarbon,Radiocarbon - 2351,5MT7191,"Montezuma, CO",Beta-133588,7570,50
Radiocarbon,Radiocarbon - 2350,5MT5479,"Montezuma, CO",Beta-144127,2070,50
Radiocarbon,Radiocarbon - 2327,5MT10967,"Montezuma, CO",Beta-55054,1018,60
Radiocarbon,Radiocarbon - 2324,5MT10525,"Montezuma, CO",Beta-81721,2210,60
Radiocarbon,Radiocarbon - 2324,5MT10525,"Montezuma, CO",Beta-81722,2270,60
Radiocarbon,Radiocarbon - 2325,5MT10594,"Montezuma, CO",Beta-75282,1240,60
Radiocarbon,Radiocarbon - 2325,5MT10594,"Montezuma, CO",Beta-75283,920,60
Radiocarbon,Radiocarbon - 2325,5MT10594,"Montezuma, CO",Beta-75285,1030,60
Radiocarbon,Radiocarbon - 2325,5MT10594,"Montezuma, CO",Beta-75287,1580,60
Radiocarbon,Radiocarbon - 2326,5MT10595,"Montezuma, CO",Beta-75288,840,60
Radiocarbon,Radiocarbon - 2328,5MT11431,"Montezuma, CO",Beta-131049,6500,60
Radiocarbon,Radiocarbon - 2331,5MT123,"Montezuma, CO",Beta-201368,800,60
Radiocarbon,Radiocarbon - 2332,5MT13632,"Montezuma, CO",Beta-128517,2060,60
Radiocarbon,Radiocarbon - 2334,5MT13681,"Montezuma, CO",Beta-131050,7340,60
Radiocarbon,Radiocarbon - 2340,5MT2854,"Montezuma, CO",Tx-3883,1680,60
Radiocarbon,Radiocarbon - 2340,5MT2854,"Montezuma, CO",Tx-3884,1620,60
Radiocarbon,Radiocarbon - 2346,5MT4763,"Montezuma, CO",Tx-3875,1710,60
Radiocarbon,Radiocarbon - 2341,5MT2858,"Montezuma, CO",Tx-3877,2000,60
Radiocarbon,Radiocarbon - 2341,5MT2858,"Montezuma, CO",Tx-3878,1660,60
Radiocarbon,Radiocarbon - 2325,5MT10594,"Montezuma, CO",Beta-75284,1240,70
Radiocarbon,Radiocarbon - 2330,5MT12069,"Montezuma, CO",Beta-155397,820,70
Radiocarbon,Radiocarbon - 2339,5MT2731,"Montezuma, CO",Beta-10867,2650,70
Radiocarbon,Radiocarbon - 2345,5MT4683,"Montezuma, CO",Beta-10875,3110,70
Radiocarbon,Radiocarbon - 2347,5MT4950,"Montezuma, CO",CAIS-5315,960,70
Radiocarbon,Radiocarbon - 2337,5MT2192,"Montezuma, CO",Tx-3882,1510,70
Radiocarbon,Radiocarbon - 2343,5MT4614,"Montezuma, CO",Tx-3879,1660,70
Radiocarbon,Radiocarbon - 2328,5MT11431,"Montezuma, CO",Beta-70243,7350,80
Radiocarbon,Radiocarbon - 2329,5MT11668,"Montezuma, CO",Beta-75290,1620,80
Radiocarbon,Radiocarbon - 2342,5MT4215,"Montezuma, CO",Tx-3873,1630,80
Radiocarbon,Radiocarbon - 2342,5MT4215,"Montezuma, CO",Tx-3874,1420,80
Radiocarbon,Radiocarbon - 2333,5MT13679,"Montezuma, CO",Beta-144125,1230,90
Radiocarbon,Radiocarbon - 2338,5MT2242,"Montezuma, CO",X-3876,3710,90
Radiocarbon,Radiocarbon - 2338,5MT2242,"Montezuma, CO",Tx-3876,3710,90
Radiocarbon,Radiocarbon - 2343,5MT4614,"Montezuma, CO",Tx-3880,1590,90
Radiocarbon,Radiocarbon - 2344,5MT4654,"Montezuma, CO",Tx-3887,580,90
Radiocarbon,Radiocarbon - 2323,5MT-?,"Montezuma, CO",I-4107,1010,100
Radiocarbon,Radiocarbon - 2336,5MT13684,"Montezuma, CO",Beta-144126,4300,120
Radiocarbon,Radiocarbon - 2330,5MT12069,"Montezuma, CO",Beta-155396,940,140
Radiocarbon,Radiocarbon - 2322,5MT,"Montezuma, CO",I-1112,890,150
Radiocarbon,Radiocarbon - 2337,5MT2192,"Montezuma, CO",Tx-3881,1990,160
Radiocarbon,Radiocarbon - 2344,5MT4654,"Montezuma, CO",Tx-3886,1450,160
Radiocarbon,Radiocarbon - 2329,5MT11668,"Montezuma, CO",Beta-75289,1680,180
Radiocarbon,Radiocarbon - 2344,5MT4654,"Montezuma, CO",Tx-3885,990,190
Radiocarbon,Radiocarbon - 2352,5MT915,"Montezuma, CO",AA-1791,2550,200
Radiocarbon,Radiocarbon - 2344,5MT4654,"Montezuma, CO",Tx-3889,900,210
Radiocarbon,Radiocarbon - 733,LA111422,"Sierra, NM",Beta-317545,1480,30
Radiocarbon,Radiocarbon - 733,LA111422,"Sierra, NM",Beta-318168,1440,30
Radiocarbon,Radiocarbon - 734,LA111429,"Sierra, NM",Beta-317546,1850,30
Radiocarbon,Radiocarbon - 734,LA111429,"Sierra, NM",Beta-317547,220,30
Radiocarbon,Radiocarbon - 734,LA111429,"Sierra, NM",Beta-317548,260,30
Radiocarbon,Radiocarbon - 734,LA111429,"Sierra, NM",Beta-317580,1800,30
Radiocarbon,Radiocarbon - 734,LA111429,"Sierra, NM",Beta-317581,300,30
Radiocarbon,Radiocarbon - 735,LA111435,"Sierra, NM",Beta-317551,2910,30
Radiocarbon,Radiocarbon - 735,LA111435,"Sierra, NM",Beta-317552,1630,30
Radiocarbon,Radiocarbon - 735,LA111435,"Sierra, NM",Beta-317553,1600,30
Radiocarbon,Radiocarbon - 735,LA111435,"Sierra, NM",Beta-317554,1620,30
Radiocarbon,Radiocarbon - 735,LA111435,"Sierra, NM",Beta-317555,2430,30
Radiocarbon,Radiocarbon - 735,LA111435,"Sierra, NM",Beta-317556,1180,30
Radiocarbon,Radiocarbon - 735,LA111435,"Sierra, NM",Beta-317557,1110,30
Radiocarbon,Radiocarbon - 735,LA111435,"Sierra, NM",Beta-317558,1110,30
Radiocarbon,Radiocarbon - 735,LA111435,"Sierra, NM",Beta-317559,4290,30
Radiocarbon,Radiocarbon - 736,LA155963,"Sierra, NM",Beta-317560,440,30
Radiocarbon,Radiocarbon - 736,LA155963,"Sierra, NM",Beta-317561,340,30
Radiocarbon,Radiocarbon - 736,LA155963,"Sierra, NM",Beta-317563,730,30
Radiocarbon,Radiocarbon - 736,LA155963,"Sierra, NM",Beta-317565,250,30
Radiocarbon,Radiocarbon - 736,LA155963,"Sierra, NM",Beta-317566,1540,30
Radiocarbon,Radiocarbon - 736,LA155963,"Sierra, NM",Beta-317568,1190,30
Radiocarbon,Radiocarbon - 736,LA155963,"Sierra, NM",Beta-317569,1370,30
Radiocarbon,Radiocarbon - 736,LA155963,"Sierra, NM",Beta-317570,1230,30
Radiocarbon,Radiocarbon - 736,LA155963,"Sierra, NM",Beta-317571,1280,30
Radiocarbon,Radiocarbon - 737,LA155964,"Sierra, NM",Beta-317582,130,30
Radiocarbon,Radiocarbon - 738,LA155968,"Sierra, NM",Beta-317575,1290,30
Radiocarbon,Radiocarbon - 738,LA155968,"Sierra, NM",Beta-317576,1220,30
Radiocarbon,Radiocarbon - 738,LA155968,"Sierra, NM",Beta-317577,1230,30
Radiocarbon,Radiocarbon - 738,LA155968,"Sierra, NM",Beta-317578,1310,30
Radiocarbon,Radiocarbon - 738,LA155968,"Sierra, NM",Beta-317579,1280,30
Radiocarbon,Radiocarbon - 748,LA70259,"Sierra, NM",A-6654,585,30
Radiocarbon,Radiocarbon - 748,LA70259,"Sierra, NM",A-6655,605,30
Radiocarbon,Radiocarbon - 736,LA155963,"Sierra, NM",Beta-317564,720,30
Radiocarbon,Radiocarbon - 736,LA155963,"Sierra, NM",Beta-317567,1950,30
Radiocarbon,Radiocarbon - 740,LA37726,"Sierra, NM","A-8250,AA-17705",760,35
Radiocarbon,Radiocarbon - 741,LA37727,"Sierra, NM","A-8209,AA-17378",815,35
Radiocarbon,Radiocarbon - 740,LA37726,"Sierra, NM","A-8325,AA-18018",725,35
Radiocarbon,Radiocarbon - 748,LA70259,"Sierra, NM",A-6651,835,35
Radiocarbon,Radiocarbon - 742,LA37728,"Sierra, NM","A-8063,AA-16585",715,40
Radiocarbon,Radiocarbon - 744,LA3949,"Sierra, NM",Beta-131201,600,40
Radiocarbon,Radiocarbon - 747,LA45103,"Sierra, NM",A-6645,1080,40
Radiocarbon,Radiocarbon - 743,LA37767,"Sierra, NM",Beta-127716,890,40
Radiocarbon,Radiocarbon - 743,LA37767,"Sierra, NM",Beta-127719,1050,40
Radiocarbon,Radiocarbon - 744,LA3949,"Sierra, NM",Beta-131194,600,40
Radiocarbon,Radiocarbon - 744,LA3949,"Sierra, NM",Beta-131196,500,40
Radiocarbon,Radiocarbon - 744,LA3949,"Sierra, NM",Beta-131199,670,40
Radiocarbon,Radiocarbon - 744,LA3949,"Sierra, NM",Beta-131200,610,40
Radiocarbon,Radiocarbon - 744,LA3949,"Sierra, NM",Beta-131203,860,40
Radiocarbon,Radiocarbon - 744,LA3949,"Sierra, NM",Beta-131204,730,40
Radiocarbon,Radiocarbon - 745,LA45000,"Sierra, NM",Beta-127727,980,40
Radiocarbon,Radiocarbon - 746,LA45028,"Sierra, NM",Beta-127728,910,40
Radiocarbon,Radiocarbon - 746,LA45028,"Sierra, NM",Beta-127730,980,40
Radiocarbon,Radiocarbon - 747,LA45103,"Sierra, NM",A-6649,1040,40
Radiocarbon,Radiocarbon - 748,LA70259,"Sierra, NM",A-6652,880,40
Radiocarbon,Radiocarbon - 748,LA70259,"Sierra, NM",A-6653,845,40
Radiocarbon,Radiocarbon - 742,LA37728,"Sierra, NM",A-8124,785,45
Radiocarbon,Radiocarbon - 748,LA70259,"Sierra, NM",A-6638,930,45
Radiocarbon,Radiocarbon - 739,LA37691,"Sierra, NM",Beta-113677,530,50
Radiocarbon,Radiocarbon - 739,LA37691,"Sierra, NM",Beta-113673,690,50
Radiocarbon,Radiocarbon - 739,LA37691,"Sierra, NM",Beta-113674,680,50
Radiocarbon,Radiocarbon - 739,LA37691,"Sierra, NM",Beta-113678,690,50
Radiocarbon,Radiocarbon - 742,LA37728,"Sierra, NM",A-8126,880,50
Radiocarbon,Radiocarbon - 744,LA3949,"Sierra, NM",A-6637,670,50
Radiocarbon,Radiocarbon - 747,LA45103,"Sierra, NM",A-6648,800,50
Radiocarbon,Radiocarbon - 747,LA45103,"Sierra, NM",A-6650,1020,50
Radiocarbon,Radiocarbon - 747,LA45103,"Sierra, NM",A-7262,1020,50
Radiocarbon,Radiocarbon - 748,LA70259,"Sierra, NM",A-6639,1025,55
Radiocarbon,Radiocarbon - 739,LA37691,"Sierra, NM",Beta-113676,630,60
Radiocarbon,Radiocarbon - 747,LA45103,"Sierra, NM","A-6646,AA-9231",1100,60
Radiocarbon,Radiocarbon - 748,LA70259,"Sierra, NM","A-6656,AA-9233",485,60
Radiocarbon,Radiocarbon - 739,LA37691,"Sierra, NM",Beta-113672,610,60
Radiocarbon,Radiocarbon - 742,LA37728,"Sierra, NM",A-8123,805,60
Radiocarbon,Radiocarbon - 743,LA37767,"Sierra, NM",Beta-127713,1380,60
Radiocarbon,Radiocarbon - 743,LA37767,"Sierra, NM",Beta-127714,1270,60
Radiocarbon,Radiocarbon - 746,LA45028,"Sierra, NM",Beta-127729,970,60
Radiocarbon,Radiocarbon - 742,LA37728,"Sierra, NM",A-8060,610,65
Radiocarbon,Radiocarbon - 748,LA70259,"Sierra, NM",A-6640,1035,65
Radiocarbon,Radiocarbon - 740,LA37726,"Sierra, NM",Beta-93889,770,70
Radiocarbon,Radiocarbon - 744,LA3949,"Sierra, NM",Beta-131197,1000,70
Radiocarbon,Radiocarbon - 748,LA70259,"Sierra, NM",A-6641,685,70
Radiocarbon,Radiocarbon - 740,LA37726,"Sierra, NM",Beta-93883,700,70
Radiocarbon,Radiocarbon - 740,LA37726,"Sierra, NM",Beta-93885,890,70
Radiocarbon,Radiocarbon - 740,LA37726,"Sierra, NM",Beta-93886,750,70
Radiocarbon,Radiocarbon - 740,LA37726,"Sierra, NM",Beta-93887,780,70
Radiocarbon,Radiocarbon - 740,LA37726,"Sierra, NM",Beta-93888,1080,70
Radiocarbon,Radiocarbon - 740,LA37726,"Sierra, NM",Beta-93890,1080,70
Radiocarbon,Radiocarbon - 743,LA37767,"Sierra, NM",Beta-127715,670,70
Radiocarbon,Radiocarbon - 743,LA37767,"Sierra, NM",Beta-127717,530,70
Radiocarbon,Radiocarbon - 744,LA3949,"Sierra, NM",Beta-131198,760,70
Radiocarbon,Radiocarbon - 744,LA3949,"Sierra, NM",Beta-131202,790,70
Radiocarbon,Radiocarbon - 745,LA45000,"Sierra, NM",Beta-127726,1030,70
Radiocarbon,Radiocarbon - 741,LA37727,"Sierra, NM",A-8205,565,75
Radiocarbon,Radiocarbon - 741,LA37727,"Sierra, NM",A-8207,1030,80
Radiocarbon,Radiocarbon - 742,LA37728,"Sierra, NM",A-8127,825,80
Radiocarbon,Radiocarbon - 743,LA37767,"Sierra, NM",Beta-127721,1050,80
Radiocarbon,Radiocarbon - 744,LA3949,"Sierra, NM",Beta-131195,590,80
Radiocarbon,Radiocarbon - 745,LA45000,"Sierra, NM",Beta-127725,1060,80
Radiocarbon,Radiocarbon - 747,LA45103,"Sierra, NM",A-7263,1065,80
Radiocarbon,Radiocarbon - 742,LA37728,"Sierra, NM",A-8061,710,90
Radiocarbon,Radiocarbon - 743,LA37767,"Sierra, NM",Beta-127718,910,90
Radiocarbon,Radiocarbon - 745,LA45000,"Sierra, NM",Beta-127722,1080,90
Radiocarbon,Radiocarbon - 745,LA45000,"Sierra, NM",Beta-127723,1220,90
Radiocarbon,Radiocarbon - 742,LA37728,"Sierra, NM",A-8310,840,95
Radiocarbon,Radiocarbon - 740,LA37726,"Sierra, NM",Beta-93884,800,110
Radiocarbon,Radiocarbon - 742,LA37728,"Sierra, NM",A-8125,890,115
Radiocarbon,Radiocarbon - 739,LA37691,"Sierra, NM",Beta-113675,1100,120
Radiocarbon,Radiocarbon - 742,LA37728,"Sierra, NM",A-8059,745,153
Radiocarbon,Radiocarbon - 740,LA37726,"Sierra, NM",A-8246,695,155
Radiocarbon,Radiocarbon - 2135,42KA3976,"Kane, UT",BETA-117940,800,30
Radiocarbon,Radiocarbon - 2135,42KA3976,"Kane, UT",BETA-117941,850,30
Radiocarbon,Radiocarbon - 2055,NA,"Kane, UT",BETA-104596,1740,40
Radiocarbon,Radiocarbon - 2055,NA,"Kane, UT",BETA-104597,1770,40
Radiocarbon,Radiocarbon - 2205,42KA4280,"Kane, UT",BETA-131667,1240,40
Radiocarbon,Radiocarbon - 2361,42KA4876,"Kane, UT",BETA-134479,880,40
Radiocarbon,Radiocarbon - 2368,42KA1499,"Kane, UT",BETA-132378,1310,40
Radiocarbon,Radiocarbon - 2205,42KA4280,"Kane, UT",BETA-125911,1450,40
Radiocarbon,Radiocarbon - 2227,42KA1811,"Kane, UT",BETA-109804,1150,40
Radiocarbon,Radiocarbon - 2130,42KA2584,"Kane, UT",BETA-8470,1110,50
Radiocarbon,Radiocarbon - 2130,42KA2584,"Kane, UT",BETA-8471,730,50
Radiocarbon,Radiocarbon - 2135,42KA3976,"Kane, UT",BETA-67117,1690,50
Radiocarbon,Radiocarbon - 2135,42KA3976,"Kane, UT",BETA-77117,820,50
Radiocarbon,Radiocarbon - 2135,42KA3976,"Kane, UT",BETA-7717,1990,50
Radiocarbon,Radiocarbon - 2135,42KA3976,"Kane, UT",BETA-7724,1330,50
Radiocarbon,Radiocarbon - 2151,42KA1568,"Kane, UT",BETA-55079,1100,50
Radiocarbon,Radiocarbon - 2360,42KA2546,"Kane, UT",A-3516,2640,50
Radiocarbon,Radiocarbon - 2096,42KA4116,"Kane, UT",Beta-78339,2400,50
Radiocarbon,Radiocarbon - 2147,42KA3383,"Kane, UT",BETA-132382,960,50
Radiocarbon,Radiocarbon - 2151,42KA1568,"Kane, UT",BETA-55078,800,50
Radiocarbon,Radiocarbon - 2227,42KA1811,"Kane, UT",BETA-109803,1060,50
Radiocarbon,Radiocarbon - 2382,42KA172,"Kane, UT",AA-10373,1735,50
Radiocarbon,Radiocarbon - 2382,42KA172,"Kane, UT",AA-10374,1755,50
Radiocarbon,Radiocarbon - 2382,42KA172,"Kane, UT",AA-10375,1830,50
Radiocarbon,Radiocarbon - 2136,42KA2594,"Kane, UT",BETA-8473,1310,50
Radiocarbon,Radiocarbon - 2227,42KA1811,"Kane, UT",BETA-109805,1290,50
Radiocarbon,Radiocarbon - 2073,42KA433,"Kane, UT",AA-10376,3355,50
Radiocarbon,Radiocarbon - 2370,42KA2739,"Kane, UT",AA-5223,675,55
Radiocarbon,Radiocarbon - 2075,42KA443,"Kane, UT",AA-10371,5890,55
Radiocarbon,Radiocarbon - 2061,42KA433,"Kane, UT",AA-13004,3210,55
Radiocarbon,Radiocarbon - 2067,42KA3328,"Kane, UT",BETA-40332,1890,60
Radiocarbon,Radiocarbon - 2135,42KA3976,"Kane, UT",BETA-77114,1110,60
Radiocarbon,Radiocarbon - 2135,42KA3976,"Kane, UT",BETA-77116,840,60
Radiocarbon,Radiocarbon - 2155,42KA2667,"Kane, UT",BETA-23055,1010,60
Radiocarbon,Radiocarbon - 2355,42KA4416,"Kane, UT",BETA-107650,890,60
Radiocarbon,Radiocarbon - 2356,42KA2753,"Kane, UT",Beta-38342,3900,60
Radiocarbon,Radiocarbon - 2151,42KA1568,"Kane, UT",BETA-55077,930,60
Radiocarbon,Radiocarbon - 2207,42KA2683,"Kane, UT",BETA-132380,1060,60
Radiocarbon,Radiocarbon - 2364,42KA1502,"Kane, UT",BETA-107649,950,60
Radiocarbon,Radiocarbon - 2369,42KA4535,"Kane, UT",BETA-121577,1390,60
Radiocarbon,Radiocarbon - 2416,42KA2580,"Kane, UT",BETA-134477,920,60
Radiocarbon,Radiocarbon - 2060,42KA2574,"Kane, UT",BETA-8788,360,60
Radiocarbon,Radiocarbon - 2018,42KA2780,"Kane, UT",BETA-16079,1610,60
Radiocarbon,Radiocarbon - 2068,42KA3576,"Kane, UT",BETA-40453,1150,60
Radiocarbon,Radiocarbon - 2075,42KA443,"Kane, UT",AA-10372,5665,60
Radiocarbon,Radiocarbon - 2234,42KA1978,"Kane, UT",UGA-3749,720,65
Radiocarbon,Radiocarbon - 2234,42KA1978,"Kane, UT",UGA-4003,835,65
Radiocarbon,Radiocarbon - 2051,42KA2610,"Kane, UT",BETA-10844,1940,70
Radiocarbon,Radiocarbon - 2059,42KA1504,"Kane, UT",BETA-26630,1140,70
Radiocarbon,Radiocarbon - 2135,42KA3976,"Kane, UT",BETA-77115,700,70
Radiocarbon,Radiocarbon - 2135,42KA3976,"Kane, UT",BETA-77118,3420,70
Radiocarbon,Radiocarbon - 2155,42KA2667,"Kane, UT",BETA-23054,1120,70
Radiocarbon,Radiocarbon - 2354,42KA2773,"Kane, UT",BETA-16277,1730,70
Radiocarbon,Radiocarbon - 2363,42KA2745,"Kane, UT",BETA-16271,1670,70
Radiocarbon,Radiocarbon - 2091,42KA2687,"Kane, UT",Beta-19920,6480,70
Radiocarbon,Radiocarbon - 2419,42KA178,"Kane, UT",Beta-34945,1420,70
Radiocarbon,Radiocarbon - 2058,42KA1576,"Kane, UT",BETA-128986,1570,70
Radiocarbon,Radiocarbon - 2147,42KA3383,"Kane, UT",BETA-132381,900,70
Radiocarbon,Radiocarbon - 2019,42KA4356,"Kane, UT",BETA-111634,2000,70
Radiocarbon,Radiocarbon - 2019,42KA4356,"Kane, UT",BETA-111637,7290,70
Radiocarbon,Radiocarbon - 2061,42KA433,"Kane, UT",AA-13003,5810,70
Radiocarbon,Radiocarbon - 2083,42KA1520,"Kane, UT",BETA-134476,950,70
Radiocarbon,Radiocarbon - 2415,42KA4865,"Kane, UT",BETA-132383,780,70
Radiocarbon,Radiocarbon - 2118,42KA265,"Kane, UT",BETA-1232,3760,75
Radiocarbon,Radiocarbon - 2234,42KA1978,"Kane, UT",UGA-3751,980,75
Radiocarbon,Radiocarbon - 2094,42KA2756,"Kane, UT",GX-11338,1290,75
Radiocarbon,Radiocarbon - 2365,42KA2756,"Kane, UT",BETA-16274,1060,80
Radiocarbon,Radiocarbon - 2059,42KA1504,"Kane, UT",BETA-24402,840,80
Radiocarbon,Radiocarbon - 2117,42KA2661,"Kane, UT",BETA-86551,710,80
Radiocarbon,Radiocarbon - 2135,42KA3976,"Kane, UT",BETA-77113,1020,80
Radiocarbon,Radiocarbon - 2135,42KA3976,"Kane, UT",BETA-7726,1330,80
Radiocarbon,Radiocarbon - 2360,42KA2546,"Kane, UT",A-3513,5500,80
Radiocarbon,Radiocarbon - 2365,42KA2756,"Kane, UT",BETA-16276,4330,80
Radiocarbon,Radiocarbon - 2091,42KA2687,"Kane, UT",Beta-19919,6500,80
Radiocarbon,Radiocarbon - 2418,42KA172,"Kane, UT",Beta-34942,1690,80
Radiocarbon,Radiocarbon - 2135,42KA3976,"Kane, UT",BETA-100262,870,80
Radiocarbon,Radiocarbon - 2222,42KA3061,"Kane, UT",BETA-121576,1380,80
Radiocarbon,Radiocarbon - 2019,42KA4356,"Kane, UT",BETA-111635,6640,80
Radiocarbon,Radiocarbon - 2019,42KA4356,"Kane, UT",BETA-111636,6660,80
Radiocarbon,Radiocarbon - 2019,42KA4356,"Kane, UT",BETA-111638,6700,80
Radiocarbon,Radiocarbon - 2095,42KA3384,"Kane, UT",Beta-30568,2320,80
Radiocarbon,Radiocarbon - 2371,42KA2836,"Kane, UT",BETA-21236,1200,80
Radiocarbon,Radiocarbon - 2118,42KA265,"Kane, UT",BETA-1749,2445,85
Radiocarbon,Radiocarbon - 2135,42KA3976,"Kane, UT",BETA-7727,950,90
Radiocarbon,Radiocarbon - 2359,42KA2731,"Kane, UT",BETA-16587,1750,90
Radiocarbon,Radiocarbon - 2092,42KA2730,"Kane, UT",Beta-19514,2310,90
Radiocarbon,Radiocarbon - 2382,42KA172,"Kane, UT",BETA-34944,2260,90
Radiocarbon,Radiocarbon - 2019,42KA4356,"Kane, UT",BETA-111639,1520,90
Radiocarbon,Radiocarbon - 2018,42KA2780,"Kane, UT",BETA-16080,1660,90
Radiocarbon,Radiocarbon - 2386,42KA1248,"Kane, UT",BETA-134475,860,100
Radiocarbon,Radiocarbon - 2362,42KA2751,"Kane, UT",BETA-16272,1800,100
Radiocarbon,Radiocarbon - 2382,42KA172,"Kane, UT",BETA-34943,970,100
Radiocarbon,Radiocarbon - 2117,42KA2661,"Kane, UT",BETA-8338,2130,100
Radiocarbon,Radiocarbon - 2118,42KA265,"Kane, UT",UGA-3254,3145,105
Radiocarbon,Radiocarbon - 2058,42KA1576,"Kane, UT",RL-2086,1670,110
Radiocarbon,Radiocarbon - 2128,42KA1796,"Kane, UT",BETA-6288,760,110
Radiocarbon,Radiocarbon - 2414,42KA3360,"Kane, UT",RL-2084,1270,110
Radiocarbon,Radiocarbon - 2090,42KA-?,"Kane, UT",RL-1396,990,110
Radiocarbon,Radiocarbon - 2090,42KA-?,"Kane, UT",RL-1397,810,110
Radiocarbon,Radiocarbon - 2118,42KA265,"Kane, UT",BETA-1142,1470,115
Radiocarbon,Radiocarbon - 2118,42KA265,"Kane, UT",BETA-1748,2735,115
Radiocarbon,Radiocarbon - 2136,42KA2594,"Kane, UT",BETA-8472,1870,120
Radiocarbon,Radiocarbon - 2360,42KA2546,"Kane, UT",BETA-16025,6750,120
Radiocarbon,Radiocarbon - 2060,42KA2574,"Kane, UT",BETA-8785,1500,130
Radiocarbon,Radiocarbon - 2086,42KA2664,"Kane, UT",BETA-23056,1080,140
Radiocarbon,Radiocarbon - 2360,42KA2546,"Kane, UT",GX-10501,2080,140
Radiocarbon,Radiocarbon - 2093,42KA2737,"Kane, UT",Beta-31974,1720,140
Radiocarbon,Radiocarbon - 2366,42KA2756,"Kane, UT",GX-11339,3000,145
Radiocarbon,Radiocarbon - 2118,42KA265,"Kane, UT",BETA-1750,2720,205
Radiocarbon,Radiocarbon - 2360,42KA2546,"Kane, UT",GX-10502,7525,220
Radiocarbon,Radiocarbon - 2360,42KA2546,"Kane, UT",GX-10500,7795,230
Radiocarbon,Radiocarbon - 2362,42KA2751,"Kane, UT",BETA-21235,2260,230
Radiocarbon,Radiocarbon - 2358,42KA2771,"Kane, UT",GX-11146,5300,235
Radiocarbon,Radiocarbon - 1134,O:12:74/04-1410,"Coconino, AZ",Beta-181375,470,30
Radiocarbon,Radiocarbon - 1125,O:12:19,"Coconino, AZ",Beta-348408,960,30
Radiocarbon,Radiocarbon - 1125,O:12:19,"Coconino, AZ",Beta-348409,1160,30
Radiocarbon,Radiocarbon - 1127,O:12:21,"Coconino, AZ",Beta-289241,360,30
Radiocarbon,Radiocarbon - 1137,O:12:88/04-1438,"Coconino, AZ",Beta-348410,1450,30
Radiocarbon,Radiocarbon - 1137,O:12:88/04-1438,"Coconino, AZ",Beta-348411,1790,30
Radiocarbon,Radiocarbon - 1137,O:12:88/04-1438,"Coconino, AZ",Beta-348412,1760,30
Radiocarbon,Radiocarbon - 1132,O:12:41/04-1431,"Coconino, AZ",Beta-192508,2980,40
Radiocarbon,Radiocarbon - 1123,O:,"Coconino, AZ",UCLA-1894C,1510,40
Radiocarbon,Radiocarbon - 1126,O:12:19/04-1159,"Coconino, AZ",Beta-214899,930,40
Radiocarbon,Radiocarbon - 1126,O:12:19/04-1159,"Coconino, AZ",Beta-214900,500,40
Radiocarbon,Radiocarbon - 1126,O:12:19/04-1159,"Coconino, AZ",Beta-214901,1050,40
Radiocarbon,Radiocarbon - 1126,O:12:19/04-1159,"Coconino, AZ",Beta-214903,1150,40
Radiocarbon,Radiocarbon - 1126,O:12:19/04-1159,"Coconino, AZ",Beta-214904,940,40
Radiocarbon,Radiocarbon - 1126,O:12:19/04-1159,"Coconino, AZ",Beta-214906,2140,40
Radiocarbon,Radiocarbon - 1126,O:12:19/04-1159,"Coconino, AZ",Beta-214907,1010,40
Radiocarbon,Radiocarbon - 1126,O:12:19/04-1159,"Coconino, AZ",Beta-214908,970,40
Radiocarbon,Radiocarbon - 1126,O:12:19/04-1159,"Coconino, AZ",Beta-214909,920,40
Radiocarbon,Radiocarbon - 1126,O:12:19/04-1159,"Coconino, AZ",Beta-215638,1170,40
Radiocarbon,Radiocarbon - 1126,O:12:19/04-1159,"Coconino, AZ",Beta-215639,1160,40
Radiocarbon,Radiocarbon - 1131,O:12:38/04-1372,"Coconino, AZ",Beta-175177,1550,40
Radiocarbon,Radiocarbon - 1131,O:12:38/04-1372,"Coconino, AZ",Beta-175178,1570,40
Radiocarbon,Radiocarbon - 1131,O:12:38/04-1372,"Coconino, AZ",Beta-175179,910,40
Radiocarbon,Radiocarbon - 1133,O:12:73/04-1475,"Coconino, AZ",Beta-156784,1660,40
Radiocarbon,Radiocarbon - 1137,O:12:88/04-1438,"Coconino, AZ",Beta-227186,1580,40
Radiocarbon,Radiocarbon - 1141,O:5:156(ASM),"Coconino, AZ",Beta-226416,1040,40
Radiocarbon,Radiocarbon - 1752,B:16:134,"Coconino, AZ",Beta-249006,1030,40
