labnumber,Sbox,date,sd,diff,Lat,Long,Country,Site,SiteID,Source
PRI-13-050-275,10,1170,26,0.022222222,32.795765,-103.415097,USA,LA149787,586,CARD
PRI-13-050-276,10,1314,26,0.01978691,32.795765,-103.415097,USA,LA149787,586,CARD
PRI-13-050-277,10,610,25,0.040983607,32.795765,-103.415097,USA,LA149787,586,CARD
PRI-13-050-278,10,1277,26,0.020360219,32.795765,-103.415097,USA,LA149787,586,CARD
PRI-13-050-279,10,1240,26,0.020967742,32.795765,-103.415097,USA,LA149787,586,CARD
PRI-14801,10,1170,26,0.022222222,32.795765,-103.415097,USA,LA149787,586,CARD
PRI-14802,10,1277,26,0.020360219,32.795765,-103.415097,USA,LA149787,586,CARD
PRI-14803,10,1240,26,0.020967742,32.795765,-103.415097,USA,LA149787,586,CARD
PRI-14822,10,1314,26,0.01978691,32.795765,-103.415097,USA,LA149787,586,CARD
PRI-14823,10,610,25,0.040983607,32.795765,-103.415097,USA,LA149787,586,CARD
PRI-13-050-283,10,1074,26,0.024208566,32.795765,-103.415097,USA,LA149813,587,CARD
PRI-14810,10,1074,26,0.024208566,32.795765,-103.415097,USA,LA149813,587,CARD
PRI-13-050-351,10,1145,26,0.022707424,32.795765,-103.415097,USA,LA150002,588,CARD
PRI-13-050-352,10,1515,26,0.017161716,32.795765,-103.415097,USA,LA150002,588,CARD
PRI-14796,10,1515,26,0.017161716,32.795765,-103.415097,USA,LA150002,588,CARD
PRI-14833,10,1145,26,0.022707424,32.795765,-103.415097,USA,LA150002,588,CARD
PRI-13-050-286,10,1290,26,0.020155039,32.795765,-103.415097,USA,LA152954,589,CARD
PRI-14795,10,1290,26,0.020155039,32.795765,-103.415097,USA,LA152954,589,CARD
PRI-13-050-228,10,1105,21,0.019004525,32.795765,-103.415097,USA,LA158366,590,CARD
PRI-13-050-229,10,1258,21,0.016693164,32.795765,-103.415097,USA,LA158366,590,CARD
PRI-13-050-230,10,1471,21,0.014276003,32.795765,-103.415097,USA,LA158366,590,CARD
PRI-13978,10,1105,21,0.019004525,32.795765,-103.415097,USA,LA158366,590,CARD
PRI-13979,10,1258,21,0.016693164,32.795765,-103.415097,USA,LA158366,590,CARD
PRI-13980,10,1471,21,0.014276003,32.795765,-103.415097,USA,LA158366,590,CARD
PRI-13-050-063,10,2886,22,0.007623008,32.795765,-103.415097,USA,LA163183,591,CARD
PRI-13-050-064,10,2845,22,0.007732865,32.795765,-103.415097,USA,LA163183,591,CARD
PRI-13-050-065,10,1341,21,0.015659955,32.795765,-103.415097,USA,LA163183,591,CARD
PRI-13-050-066,10,4035,22,0.005452292,32.795765,-103.415097,USA,LA163183,591,CARD
PRI-13-050-068,10,2852,22,0.007713885,32.795765,-103.415097,USA,LA163183,591,CARD
PRI-13-050-069,10,2841,22,0.007743752,32.795765,-103.415097,USA,LA163183,591,CARD
PRI-13-050-070,10,1529,21,0.013734467,32.795765,-103.415097,USA,LA163183,591,CARD
PRI-14135,10,1341,21,0.015659955,32.795765,-103.415097,USA,LA163183,591,CARD
PRI-14136,10,2845,22,0.007732865,32.795765,-103.415097,USA,LA163183,591,CARD
PRI-14137,10,2841,22,0.007743752,32.795765,-103.415097,USA,LA163183,591,CARD
PRI-14138,10,1529,21,0.013734467,32.795765,-103.415097,USA,LA163183,591,CARD
PRI-14171,10,4035,22,0.005452292,32.795765,-103.415097,USA,LA163183,591,CARD
PRI-14173,10,2886,22,0.007623008,32.795765,-103.415097,USA,LA163183,591,CARD
PRI-14174,10,2852,22,0.007713885,32.795765,-103.415097,USA,LA163183,591,CARD
PRI-13-050-017,10,1244,22,0.017684887,32.795765,-103.415097,USA,LA171727,592,CARD
PRI-14477,10,1244,22,0.017684887,32.795765,-103.415097,USA,LA171727,592,CARD
PRI-13-050-016,10,665,25,0.037593985,32.795765,-103.415097,USA,LA171925,593,CARD
PRI-14662,10,665,25,0.037593985,32.795765,-103.415097,USA,LA171925,593,CARD
PRI-13-050-244,10,1115,22,0.019730942,32.795765,-103.415097,USA,LA172050,594,CARD
PRI-13-050-244P,10,1119,21,0.018766756,32.795765,-103.415097,USA,LA172050,594,CARD
PRI-14069,10,1115,22,0.019730942,32.795765,-103.415097,USA,LA172050,594,CARD
PRI-14597,10,1119,21,0.018766756,32.795765,-103.415097,USA,LA172050,594,CARD
PRI-13-050-243,10,1199,22,0.018348624,32.795765,-103.415097,USA,LA172051,595,CARD
PRI-14033,10,1199,22,0.018348624,32.795765,-103.415097,USA,LA172051,595,CARD
PRI-13-050-251,10,1164,26,0.02233677,32.795765,-103.415097,USA,LA172661,596,CARD
PRI-14832,10,1164,26,0.02233677,32.795765,-103.415097,USA,LA172661,596,CARD
PRI-13-050-061,10,1195,21,0.017573222,32.795765,-103.415097,USA,LA22102,597,CARD
PRI-13-050-062,10,2733,22,0.008049762,32.795765,-103.415097,USA,LA22102,597,CARD
PRI-14133,10,1195,21,0.017573222,32.795765,-103.415097,USA,LA22102,597,CARD
PRI-14134,10,2733,22,0.008049762,32.795765,-103.415097,USA,LA22102,597,CARD
PRI-13-050-162,10,1320,21,0.015909091,32.795765,-103.415097,USA,LA31793,598,CARD
PRI-13977,10,1320,21,0.015909091,32.795765,-103.415097,USA,LA31793,598,CARD
PRI-13-050-478,10,1972,21,0.010649087,32.795765,-103.415097,USA,LA34667,599,CARD
PRI-14141,10,1972,21,0.010649087,32.795765,-103.415097,USA,LA34667,599,CARD
PRI-13-050-067,10,5074,29,0.005715412,32.795765,-103.415097,USA,LA35656,600,CARD
PRI-14172,10,5074,29,0.005715412,32.795765,-103.415097,USA,LA35656,600,CARD
Beta-434520,10,610,30,0.049180328,32.795765,-103.415097,USA,LA43414,601,CARD
Beta-434521,10,540,30,0.055555556,32.795765,-103.415097,USA,LA43414,601,CARD
Beta-434522,10,540,30,0.055555556,32.795765,-103.415097,USA,LA43414,601,CARD
Beta-434523,10,250,30,0.12,32.795765,-103.415097,USA,LA43414,601,CARD
Beta-434658,10,160,30,0.1875,32.795765,-103.415097,USA,LA43414,601,CARD
Beta-434659,10,560,30,0.053571429,32.795765,-103.415097,USA,LA43414,601,CARD
Beta-434660,10,620,30,0.048387097,32.795765,-103.415097,USA,LA43414,601,CARD
Beta-434661,10,1110,30,0.027027027,32.795765,-103.415097,USA,LA43414,601,CARD
Beta-434662,10,590,30,0.050847458,32.795765,-103.415097,USA,LA43414,601,CARD
Beta-434663,10,600,30,0.05,32.795765,-103.415097,USA,LA43414,601,CARD
Beta-434664,10,510,30,0.058823529,32.795765,-103.415097,USA,LA43414,601,CARD
PRI-13-050-405P,10,695,21,0.030215827,32.795765,-103.415097,USA,LA43414,601,CARD
PRI-13-050-405Z,10,546,22,0.04029304,32.795765,-103.415097,USA,LA43414,601,CARD
PRI-13-050-406,10,571,21,0.036777583,32.795765,-103.415097,USA,LA43414,601,CARD
PRI-13-050-407,10,569,21,0.036906854,32.795765,-103.415097,USA,LA43414,601,CARD
PRI-14492,10,546,22,0.04029304,32.795765,-103.415097,USA,LA43414,601,CARD
PRI-14493,10,571,21,0.036777583,32.795765,-103.415097,USA,LA43414,601,CARD
PRI-14508,10,695,21,0.030215827,32.795765,-103.415097,USA,LA43414,601,CARD
UGAMS-6723,10,1670,25,0.01497006,32.795765,-103.415097,USA,LA5148,602,CARD
UGAMS-6724,10,1740,25,0.014367816,32.795765,-103.415097,USA,LA5148,602,CARD
UGAMS-6725,10,900,25,0.027777778,32.795765,-103.415097,USA,LA5148,602,CARD
UGAMS-7210,10,4690,25,0.00533049,32.795765,-103.415097,USA,LA5148,602,CARD
UGAMS-7211,10,510,25,0.049019608,32.795765,-103.415097,USA,LA5148,602,CARD
UGAMS-7212,10,3660,25,0.006830601,32.795765,-103.415097,USA,LA5148,602,CARD
UGAMS-7213,10,3470,26,0.007492795,32.795765,-103.415097,USA,LA5148,602,CARD
UGAMS-7215,10,870,28,0.032183908,32.795765,-103.415097,USA,LA5148,602,CARD
PRI-13-050-168,10,2230,22,0.009865471,32.795765,-103.415097,USA,LA51842,603,CARD
PRI-14038,10,2230,22,0.009865471,32.795765,-103.415097,USA,LA51842,603,CARD
PRI-13-050-167,10,1235,22,0.017813765,32.795765,-103.415097,USA,LA58930,604,CARD
PRI-14037,10,1235,22,0.017813765,32.795765,-103.415097,USA,LA58930,604,CARD
PRI-13-050-226,10,2158,22,0.010194625,32.795765,-103.415097,USA,LA64498,605,CARD
PRI-13-050-227,10,1185,21,0.017721519,32.795765,-103.415097,USA,LA64498,605,CARD
PRI-13981,10,2158,22,0.010194625,32.795765,-103.415097,USA,LA64498,605,CARD
PRI-13982,10,1185,21,0.017721519,32.795765,-103.415097,USA,LA64498,605,CARD
PRI-13-050-271,10,638,26,0.040752351,32.795765,-103.415097,USA,LA66106,606,CARD
PRI-14800,10,638,26,0.040752351,32.795765,-103.415097,USA,LA66106,606,CARD
PRI-13-050-166,10,993,26,0.026183283,32.795765,-103.415097,USA,LA86184,607,CARD
PRI-14036,10,993,26,0.026183283,32.795765,-103.415097,USA,LA86184,607,CARD
Beta-120898,7,210,50,0.238095238,32.898728,-118.492846,USA,CA-SCLI-,609,CARD
Beta-120901,7,270,40,0.148148148,32.898728,-118.492846,USA,CA-SCLI-,609,CARD
Beta-120902,7,630,70,0.111111111,32.898728,-118.492846,USA,CA-SCLI-,609,CARD
Beta-120903,7,320,50,0.15625,32.898728,-118.492846,USA,CA-SCLI-,609,CARD
Beta-120904,7,280,50,0.178571429,32.898728,-118.492846,USA,CA-SCLI-,609,CARD
Beta-120905,7,550,50,0.090909091,32.898728,-118.492846,USA,CA-SCLI-,609,CARD
Beta-120908,7,220,50,0.227272727,32.898728,-118.492846,USA,CA-SCLI-,609,CARD
Beta-120909,7,910,70,0.076923077,32.898728,-118.492846,USA,CA-SCLI-,609,CARD
Beta-120910,7,340,50,0.147058824,32.898728,-118.492846,USA,CA-SCLI-,609,CARD
Beta-120911,7,510,60,0.117647059,32.898728,-118.492846,USA,CA-SCLI-,609,CARD
Beta-120912,7,550,40,0.072727273,32.898728,-118.492846,USA,CA-SCLI-,609,CARD
Beta-120914,7,1560,50,0.032051282,32.898728,-118.492846,USA,CA-SCLI-,609,CARD
Beta-120915,7,3520,50,0.014204545,32.898728,-118.492846,USA,CA-SCLI-,609,CARD
Beta-124961,7,1260,70,0.055555556,32.898728,-118.492846,USA,CA-SCLI-,609,CARD
Beta-163916,7,5720,60,0.01048951,32.898728,-118.492846,USA,CA-SCLI-,609,CARD
Beta-163917,7,710,80,0.112676056,32.898728,-118.492846,USA,CA-SCLI-,609,CARD
Beta-163918,7,3150,60,0.019047619,32.898728,-118.492846,USA,CA-SCLI-,609,CARD
Beta-163919,7,940,50,0.053191489,32.898728,-118.492846,USA,CA-SCLI-,609,CARD
Beta-186891,7,870,40,0.045977011,32.898728,-118.492846,USA,CA-SCLI-,609,CARD
Beta-186892,7,3320,40,0.012048193,32.898728,-118.492846,USA,CA-SCLI-,609,CARD
Beta-240533,7,370,60,0.162162162,32.898728,-118.492846,USA,CA-SCLI-,609,CARD
Beta-51115,7,1390,70,0.050359712,32.898728,-118.492846,USA,CA-SCLI-,609,CARD
Beta-51121,7,1500,60,0.04,32.898728,-118.492846,USA,CA-SCLI-,609,CARD
Beta-51132,7,1650,80,0.048484848,32.898728,-118.492846,USA,CA-SCLI-,609,CARD
Beta-51137,7,670,60,0.089552239,32.898728,-118.492846,USA,CA-SCLI-,609,CARD
Beta-51139,7,1100,70,0.063636364,32.898728,-118.492846,USA,CA-SCLI-,609,CARD
Beta-51141,7,520,70,0.134615385,32.898728,-118.492846,USA,CA-SCLI-,609,CARD
Beta-51146,7,340,60,0.176470588,32.898728,-118.492846,USA,CA-SCLI-,609,CARD
Beta-76776,7,3200,80,0.025,32.898728,-118.492846,USA,CA-SCLI-,609,CARD
Beta-76777,7,320,70,0.21875,32.898728,-118.492846,USA,CA-SCLI-,609,CARD
Beta-76778,7,610,80,0.131147541,32.898728,-118.492846,USA,CA-SCLI-,609,CARD
Beta-93264,7,990,110,0.111111111,32.898728,-118.492846,USA,CA-SCLI-,609,CARD
Beta-115218,7,2870,40,0.013937282,32.898728,-118.492846,USA,CA-SCLI-120,611,CARD
Beta-115219,7,410,50,0.12195122,32.898728,-118.492846,USA,CA-SCLI-1215,612,CARD
Beta-71853,7,4510,60,0.013303769,32.898728,-118.492846,USA,CA-SCLI-1215,612,CARD
Beta-133960,7,550,70,0.127272727,32.898728,-118.492846,USA,CA-SCLI-1239,614,CARD
Beta-133961,7,420,90,0.214285714,32.898728,-118.492846,USA,CA-SCLI-1249,615,CARD
Beta-76780,7,440,70,0.159090909,32.898728,-118.492846,USA,CA-SCLI-1414,623,CARD
Beta-76782,7,620,70,0.112903226,32.898728,-118.492846,USA,CA-SCLI-1432,624,CARD
Beta-115220,7,430,50,0.11627907,32.898728,-118.492846,USA,CA-SCLI-1778,630,CARD
Beta-239930,7,510,70,0.137254902,32.898728,-118.492846,USA,CA-SCLI-1787,632,CARD
Beta-96702,7,2090,60,0.028708134,32.898728,-118.492846,USA,CA-SCLI-1802,638,CARD
Beta-251093,7,1280,40,0.03125,32.898728,-118.492846,USA,CA-SCLI-38,644,CARD
Beta-144025,7,760,40,0.052631579,32.898728,-118.492846,USA,CA-SCLI-43,646,CARD
Beta-144026,7,710,40,0.056338028,32.898728,-118.492846,USA,CA-SCLI-43,646,CARD
Beta-144027,7,670,40,0.059701493,32.898728,-118.492846,USA,CA-SCLI-43,646,CARD
Beta-144028,7,890,40,0.04494382,32.898728,-118.492846,USA,CA-SCLI-43,646,CARD
Beta-144029,7,980,40,0.040816327,32.898728,-118.492846,USA,CA-SCLI-43,646,CARD
Beta-144030,7,1340,40,0.029850746,32.898728,-118.492846,USA,CA-SCLI-43,646,CARD
Beta-75555,7,5500,160,0.029090909,32.898728,-118.492846,USA,CA-SCLI-43,646,CARD
Beta-76132,7,2020,90,0.044554455,32.898728,-118.492846,USA,CA-SCLI-43,646,CARD
Beta-76133,7,2540,60,0.023622047,32.898728,-118.492846,USA,CA-SCLI-43,646,CARD
Beta-76137,7,4000,100,0.025,32.898728,-118.492846,USA,CA-SCLI-43,646,CARD
Beta-76138,7,4090,90,0.02200489,32.898728,-118.492846,USA,CA-SCLI-43,646,CARD
Beta-76140,7,4860,190,0.03909465,32.898728,-118.492846,USA,CA-SCLI-43,646,CARD
Beta-76141,7,1390,60,0.043165468,32.898728,-118.492846,USA,CA-SCLI-43,646,CARD
Beta-76142,7,1640,100,0.06097561,32.898728,-118.492846,USA,CA-SCLI-43,646,CARD
Beta-76144,7,1020,50,0.049019608,32.898728,-118.492846,USA,CA-SCLI-43,646,CARD
Beta-76145,7,1900,50,0.026315789,32.898728,-118.492846,USA,CA-SCLI-43,646,CARD
Beta-76146,7,2010,60,0.029850746,32.898728,-118.492846,USA,CA-SCLI-43,646,CARD
Beta-76147,7,2020,90,0.044554455,32.898728,-118.492846,USA,CA-SCLI-43,646,CARD
Beta-76148,7,2510,60,0.023904382,32.898728,-118.492846,USA,CA-SCLI-43,646,CARD
Beta-76150,7,3250,80,0.024615385,32.898728,-118.492846,USA,CA-SCLI-43,646,CARD
Beta-76153,7,2910,50,0.017182131,32.898728,-118.492846,USA,CA-SCLI-43,646,CARD
Beta-77956,7,570,60,0.105263158,32.898728,-118.492846,USA,CA-SCLI-43,646,CARD
Beta-77957,7,1800,150,0.083333333,32.898728,-118.492846,USA,CA-SCLI-43,646,CARD
Beta-95898,7,7160,210,0.029329609,32.898728,-118.492846,USA,CA-SCLI-43,646,CARD
Beta-251089,7,750,40,0.053333333,32.898728,-118.492846,USA,CA-SCLI-5,647,CARD
Beta-251098,7,670,40,0.059701493,32.898728,-118.492846,USA,CA-SCLI-916,650,CARD
EZV-13D0081,7,330,70,0.212121212,33.020561,-116.771868,USA,CA-SDI-,653,CARD
L-299C,7,2800,150,0.053571429,33.020561,-116.771868,USA,CA-SDI-,653,CARD
Beta-217719,7,5740,40,0.006968641,33.020561,-116.771868,USA,CA-SDI-10637,654,CARD
Beta-217720,7,1900,50,0.026315789,33.020561,-116.771868,USA,CA-SDI-10637,654,CARD
Beta-217721,7,1750,40,0.022857143,33.020561,-116.771868,USA,CA-SDI-10637,654,CARD
Beta-217728,7,1800,40,0.022222222,33.020561,-116.771868,USA,CA-SDI-10637,654,CARD
Beta-217729,7,1510,40,0.026490066,33.020561,-116.771868,USA,CA-SDI-10637,654,CARD
Beta-215843,7,170,40,0.235294118,33.020561,-116.771868,USA,CA-SDI-10710,656,CARD
Beta-84167,7,290,70,0.24137931,33.020561,-116.771868,USA,CA-SDI-10726,659,CARD
Beta-71126,7,580,50,0.086206897,33.020561,-116.771868,USA,CA-SDI-1074,661,CARD
Beta-71127/CAMS-12058,7,610,60,0.098360656,33.020561,-116.771868,USA,CA-SDI-1074,661,CARD
AA-837,7,3330,220,0.066066066,33.020561,-116.771868,USA,CA-SDI-10940,662,CARD
AA-838,7,3520,330,0.09375,33.020561,-116.771868,USA,CA-SDI-10940,662,CARD
AA-839,7,7000,390,0.055714286,33.020561,-116.771868,USA,CA-SDI-10940,662,CARD
AA-840,7,4240,300,0.070754717,33.020561,-116.771868,USA,CA-SDI-10940,662,CARD
Beta-76542,7,920,120,0.130434783,33.020561,-116.771868,USA,CA-SDI-11953,666,CARD
Beta-86881,7,510,70,0.137254902,33.020561,-116.771868,USA,CA-SDI-12557,668,CARD
Beta-86883,7,340,70,0.205882353,33.020561,-116.771868,USA,CA-SDI-12557,668,CARD
Beta-86884,7,570,60,0.105263158,33.020561,-116.771868,USA,CA-SDI-12557,668,CARD
Beta-86885,7,720,70,0.097222222,33.020561,-116.771868,USA,CA-SDI-12557,668,CARD
Beta-86888,7,430,70,0.162790698,33.020561,-116.771868,USA,CA-SDI-12557,668,CARD
Beta-86890,7,640,60,0.09375,33.020561,-116.771868,USA,CA-SDI-12557,668,CARD
Beta-86892,7,340,60,0.176470588,33.020561,-116.771868,USA,CA-SDI-12557,668,CARD
Beta-86893,7,1040,60,0.057692308,33.020561,-116.771868,USA,CA-SDI-12557,668,CARD
Beta-89586,7,440,60,0.136363636,33.020561,-116.771868,USA,CA-SDI-12557,668,CARD
Beta-89587,7,1850,60,0.032432432,33.020561,-116.771868,USA,CA-SDI-12557,668,CARD
Beta-90628,7,370,40,0.108108108,33.020561,-116.771868,USA,CA-SDI-12557,668,CARD
Beta-91265,7,330,50,0.151515152,33.020561,-116.771868,USA,CA-SDI-12557,668,CARD
Beta-94124,7,4460,50,0.011210762,33.020561,-116.771868,USA,CA-SDI-12814,672,CARD
Beta-94125,7,4180,80,0.019138756,33.020561,-116.771868,USA,CA-SDI-12814,672,CARD
Beta-193733,7,770,40,0.051948052,33.020561,-116.771868,USA,CA-SDI-12983,673,CARD
Beta-193734,7,750,40,0.053333333,33.020561,-116.771868,USA,CA-SDI-12983,673,CARD
Beta-84365,7,770,60,0.077922078,33.020561,-116.771868,USA,CA-SDI-13324,678,CARD
Beta-84366,7,390,50,0.128205128,33.020561,-116.771868,USA,CA-SDI-13324,678,CARD
Beta-274739,7,1690,40,0.023668639,33.020561,-116.771868,USA,CA-SDI-13325,679,CARD
Beta-71130,7,2490,70,0.02811245,33.020561,-116.771868,USA,CA-SDI-13325,679,CARD
Beta-71131,7,3720,70,0.018817204,33.020561,-116.771868,USA,CA-SDI-13325,679,CARD
Beta-217730,7,680,40,0.058823529,33.020561,-116.771868,USA,CA-SDI-14448,687,CARD
Beta-217731,7,400,40,0.1,33.020561,-116.771868,USA,CA-SDI-14448,687,CARD
Beta-167270,7,780,40,0.051282051,33.020561,-116.771868,USA,CA-SDI-14451,688,CARD
Beta-167271,7,7110,120,0.016877637,33.020561,-116.771868,USA,CA-SDI-14452,689,CARD
Beta-193735,7,380,40,0.105263158,33.020561,-116.771868,USA,CA-SDI-14571,690,CARD
A-723,7,7620,360,0.047244094,33.020561,-116.771868,USA,CA-SDI-149,693,CARD
LJ-202,7,6300,290,0.046031746,33.020561,-116.771868,USA,CA-SDI-149,693,CARD
Beta-76218,7,1090,50,0.04587156,33.020561,-116.771868,USA,CA-SDI-15254,696,CARD
Beta-156918,7,1650,60,0.036363636,33.020561,-116.771868,USA,CA-SDI-15557,697,CARD
Beta-156919,7,1550,50,0.032258065,33.020561,-116.771868,USA,CA-SDI-15557,697,CARD
Beta-152032,7,2790,70,0.025089606,33.020561,-116.771868,USA,CA-SDI-16283,700,CARD
Beta-217733,7,710,40,0.056338028,33.020561,-116.771868,USA,CA-SDI-16404,701,CARD
Beta-217734,7,740,40,0.054054054,33.020561,-116.771868,USA,CA-SDI-16404,701,CARD
Beta-217735,7,590,40,0.06779661,33.020561,-116.771868,USA,CA-SDI-16404,701,CARD
Beta-217736,7,840,40,0.047619048,33.020561,-116.771868,USA,CA-SDI-16407,702,CARD
Beta-217737,7,900,40,0.044444444,33.020561,-116.771868,USA,CA-SDI-16407,702,CARD
Beta-217738,7,1270,40,0.031496063,33.020561,-116.771868,USA,CA-SDI-16407,702,CARD
Beta-217718,7,260,40,0.153846154,33.020561,-116.771868,USA,CA-SDI-16409,703,CARD
Beta-71128/CAMS-12059,7,470,60,0.127659574,33.020561,-116.771868,USA,CA-SDI-4411,706,CARD
Beta-84168,7,570,70,0.122807018,33.020561,-116.771868,USA,CA-SDI-4538,708,CARD
Beta-84169,7,940,70,0.074468085,33.020561,-116.771868,USA,CA-SDI-4538,708,CARD
Beta-106703,7,2850,130,0.045614035,33.020561,-116.771868,USA,CA-SDI-811,721,CARD
Beta-84214,7,1310,90,0.06870229,33.020561,-116.771868,USA,CA-SDI-8435,723,CARD
Beta-167268,7,970,60,0.06185567,33.020561,-116.771868,USA,CA-SDI-9595,725,CARD
Beta-167269,7,960,40,0.041666667,33.020561,-116.771868,USA,CA-SDI-9595,725,CARD
Beta-217806,7,830,40,0.048192771,33.020561,-116.771868,USA,CA-SDI-9595,725,CARD
Beta-217807,7,1190,50,0.042016807,33.020561,-116.771868,USA,CA-SDI-9595,725,CARD
Beta-217808,7,830,50,0.060240964,33.020561,-116.771868,USA,CA-SDI-9595,725,CARD
Beta-92480,7,500,50,0.1,33.020561,-116.771868,USA,CA-SDI-9605,726,CARD
Beta-92482,7,1500,60,0.04,33.020561,-116.771868,USA,CA-SDI-9605,726,CARD
Beta-77861,7,1220,80,0.06557377,33.020561,-116.771868,USA,CA-SDI-9775,727,CARD
LJGA-57,7,720,100,0.138888889,33.038512,-115.352917,USA,CA-IMP-,728,CARD
UCLA-192,7,270,60,0.222222222,33.038512,-115.352917,USA,CA-IMP-,728,CARD
Beta-169215,7,920,60,0.065217391,33.038512,-115.352917,USA,CA-IMP-7911,730,CARD
Beta-171455,7,670,40,0.059701493,33.038512,-115.352917,USA,CA-IMP-7911,730,CARD
Beta-171456,7,1030,40,0.038834951,33.038512,-115.352917,USA,CA-IMP-7911,730,CARD
Beta-171457,7,1630,40,0.024539877,33.038512,-115.352917,USA,CA-IMP-7911,730,CARD
Beta-171459,7,1240,60,0.048387097,33.038512,-115.352917,USA,CA-IMP-7911,730,CARD
Beta-171460,7,600,40,0.066666667,33.038512,-115.352917,USA,CA-IMP-7911,730,CARD
Beta-171461,7,420,40,0.095238095,33.038512,-115.352917,USA,CA-IMP-7911,730,CARD
Beta-171462,7,350,40,0.114285714,33.038512,-115.352917,USA,CA-IMP-7911,730,CARD
Beta-175301,7,920,40,0.043478261,33.038512,-115.352917,USA,CA-IMP-7911,730,CARD
Beta-175302,7,390,40,0.102564103,33.038512,-115.352917,USA,CA-IMP-7911,730,CARD
Beta-175303,7,590,40,0.06779661,33.038512,-115.352917,USA,CA-IMP-7911,730,CARD
Beta-175304,7,340,40,0.117647059,33.038512,-115.352917,USA,CA-IMP-7911,730,CARD
Beta-175305,7,1780,90,0.050561798,33.038512,-115.352917,USA,CA-IMP-7911,730,CARD
Beta-175306,7,400,40,0.1,33.038512,-115.352917,USA,CA-IMP-7911,730,CARD
Beta-175307,7,1000,40,0.04,33.038512,-115.352917,USA,CA-IMP-7911,730,CARD
Beta-175308,7,1530,40,0.026143791,33.038512,-115.352917,USA,CA-IMP-7911,730,CARD
Beta-175759,7,1110,40,0.036036036,33.038512,-115.352917,USA,CA-IMP-7911,730,CARD
Beta-176895,7,980,40,0.040816327,33.038512,-115.352917,USA,CA-IMP-7911,730,CARD
Beta-183547,7,1620,40,0.024691358,33.038512,-115.352917,USA,CA-IMP-7911,730,CARD
Beta-183548,7,590,40,0.06779661,33.038512,-115.352917,USA,CA-IMP-7911,730,CARD
Beta-184474,7,670,40,0.059701493,33.038512,-115.352917,USA,CA-IMP-7911,730,CARD
A-14734,10,560,40,0.071428571,33.057922,-101.504378,USA,41GR120-3,732,Erick
Beta-317545,9,1480,30,0.02027027,33.135598,-107.185843,USA,LA111422,733,CARD
Beta-318168,9,1440,30,0.020833333,33.135598,-107.185843,USA,LA111422,733,CARD
Beta-317546,9,1850,30,0.016216216,33.135598,-107.185843,USA,LA111429,734,CARD
Beta-317547,9,220,30,0.136363636,33.135598,-107.185843,USA,LA111429,734,CARD
Beta-317548,9,260,30,0.115384615,33.135598,-107.185843,USA,LA111429,734,CARD
Beta-317580,9,1800,30,0.016666667,33.135598,-107.185843,USA,LA111429,734,CARD
Beta-317581,9,300,30,0.1,33.135598,-107.185843,USA,LA111429,734,CARD
Beta-317551,9,2910,30,0.010309278,33.135598,-107.185843,USA,LA111435,735,CARD
Beta-317552,9,1630,30,0.018404908,33.135598,-107.185843,USA,LA111435,735,CARD
Beta-317553,9,1600,30,0.01875,33.135598,-107.185843,USA,LA111435,735,CARD
Beta-317554,9,1620,30,0.018518519,33.135598,-107.185843,USA,LA111435,735,CARD
Beta-317555,9,2430,30,0.012345679,33.135598,-107.185843,USA,LA111435,735,CARD
Beta-317556,9,1180,30,0.025423729,33.135598,-107.185843,USA,LA111435,735,CARD
Beta-317557,9,1110,30,0.027027027,33.135598,-107.185843,USA,LA111435,735,CARD
Beta-317558,9,1110,30,0.027027027,33.135598,-107.185843,USA,LA111435,735,CARD
Beta-317559,9,4290,30,0.006993007,33.135598,-107.185843,USA,LA111435,735,CARD
Beta-317560,9,440,30,0.068181818,33.135598,-107.185843,USA,LA155963,736,CARD
Beta-317561,9,340,30,0.088235294,33.135598,-107.185843,USA,LA155963,736,CARD
Beta-317563,9,730,30,0.04109589,33.135598,-107.185843,USA,LA155963,736,CARD
Beta-317565,9,250,30,0.12,33.135598,-107.185843,USA,LA155963,736,CARD
Beta-317566,9,1540,30,0.019480519,33.135598,-107.185843,USA,LA155963,736,CARD
Beta-317568,9,1190,30,0.025210084,33.135598,-107.185843,USA,LA155963,736,CARD
Beta-317569,9,1370,30,0.02189781,33.135598,-107.185843,USA,LA155963,736,CARD
Beta-317570,9,1230,30,0.024390244,33.135598,-107.185843,USA,LA155963,736,CARD
Beta-317571,9,1280,30,0.0234375,33.135598,-107.185843,USA,LA155963,736,CARD
Beta-317582,9,130,30,0.230769231,33.135598,-107.185843,USA,LA155964,737,CARD
Beta-317575,9,1290,30,0.023255814,33.135598,-107.185843,USA,LA155968,738,CARD
Beta-317576,9,1220,30,0.024590164,33.135598,-107.185843,USA,LA155968,738,CARD
Beta-317577,9,1230,30,0.024390244,33.135598,-107.185843,USA,LA155968,738,CARD
Beta-317578,9,1310,30,0.022900763,33.135598,-107.185843,USA,LA155968,738,CARD
Beta-317579,9,1280,30,0.0234375,33.135598,-107.185843,USA,LA155968,738,CARD
Beta-113676,9,630,60,0.095238095,33.135598,-107.185843,USA,LA37691,739,CARD
Beta-113677,9,530,50,0.094339623,33.135598,-107.185843,USA,LA37691,739,CARD
"A-8250,AA-17705",9,760,35,0.046052632,33.135598,-107.185843,USA,LA37726,740,CARD
