labnumber,Sbox,date,sd,diff,Lat,Long,Country,Site,SiteID,Source
Beta-70055,20,1730,80,0.046242775,37.895624,-103.711148,USA,5OT430,2657,CARD
Beta-144514,16,2460,50,0.020325203,37.932561,-121.2706,USA,CA-SJO-264,2686,CARD
Beta-127194,19,102,7,0.068627451,38.013248,-108.426142,USA,5SM2425,2751,CARD
Beta-349087,16,1170,30,0.025641026,38.0353,-122.743465,USA,CA-MRN-35,2795,CARD
WSU-4211,16,1260,90,0.071428571,38.0353,-122.743465,USA,CA-MRN-529,2800,CARD
WSU-4212,16,1240,80,0.064516129,38.0353,-122.743465,USA,CA-MRN-529,2800,CARD
WSU-4213,16,1435,90,0.06271777,38.0353,-122.743465,USA,CA-MRN-529,2800,CARD
Beta-25786,16,690,70,0.101449275,38.0353,-122.743465,USA,CA-MRN-530,2801,CARD
Beta-25787,16,1510,150,0.099337748,38.0353,-122.743465,USA,CA-MRN-530,2801,CARD
WSU-4214,16,960,90,0.09375,38.0353,-122.743465,USA,CA-MRN-530,2801,CARD
WSU-4215,16,1390,70,0.050359712,38.0353,-122.743465,USA,CA-MRN-530,2801,CARD
WSU-4217,16,910,90,0.098901099,38.0353,-122.743465,USA,CA-MRN-530,2801,CARD
WSU-4218,16,3680,170,0.046195652,38.0353,-122.743465,USA,CA-MRN-530,2801,CARD
Beta-131496,19,1970,70,0.035532995,38.405803,-108.269076,USA,5MN3859,3024,CARD
Beta-131497,19,2060,60,0.029126214,38.405803,-108.269076,USA,5MN3859,3024,CARD
Beta-131498,19,2410,70,0.029045643,38.405803,-108.269076,USA,5MN3859,3024,CARD
Beta-131500,19,4770,60,0.012578616,38.405803,-108.269076,USA,5MN3859,3024,CARD
Beta-131504,19,2450,60,0.024489796,38.405803,-108.269076,USA,5MN3859,3024,CARD
Beta-147354,19,670,60,0.089552239,39.021885,-108.468152,USA,5ME12315,3499,CARD
Beta-218876,16,4090,40,0.009779951,39.304003,-120.766234,USA,CA-NEV182,3769,CARD
Beta-169192,18,310,50,0.161290323,39.435433,-114.896275,USA,26WA5726,3910,CARD
Beta-169191,18,900,60,0.066666667,39.435433,-114.896275,USA,26WA5727,3911,CARD
L-596,17,6500,150,0.023076923,39.446885,-119.534827,USA,26Pe3d,3956,CARD
Beta-3574,19,950,80,0.084210526,39.603247,-107.896925,USA,5GF134,4054,CARD
Beta-334374,17,2430,30,0.012345679,39.945697,-117.026495,USA,26HU4792,4206,CARD
Beta-192611,19,1800,80,0.044444444,39.975262,-108.199107,USA,5RB4778,4257,CARD
Beta-192612,19,1800,60,0.033333333,39.975262,-108.199107,USA,5RB4778,4257,CARD
AA-45655,30,5890,65,0.011035654,40.1015,-106.11805,USA,5GA195,4362,CARD
AA-45656,30,6003,64,0.010661336,40.1015,-106.11805,USA,5GA195,4362,CARD
AA-45657,30,5178,49,0.009463113,40.1015,-106.11805,USA,5GA195,4362,CARD
AA-45658,30,5437,45,0.008276623,40.1015,-106.11805,USA,5GA195,4362,CARD
Beta-3569,30,4400,70,0.015909091,40.1015,-106.11805,USA,5GA680,4371,CARD
Beta-83502,31,1170,70,0.05982906,40.544755,-104.403026,USA,5WL1849,4553,CARD
Beta-66570,31,2600,100,0.038461538,40.544755,-104.403026,USA,5WL1856,4554,CARD
Beta-214304,30,2840,50,0.017605634,40.608316,-108.202444,USA,5MF2993,4578,CARD
Beta-214325,30,3880,40,0.010309278,40.608316,-108.202444,USA,5MF2994,4579,CARD
Beta-214457,30,2280,50,0.021929825,40.608316,-108.202444,USA,5MF2994,4579,CARD
Beta-224799,30,3260,40,0.012269939,40.608316,-108.202444,USA,5MF2994,4579,CARD
Beta-224801,30,4060,50,0.012315271,40.608316,-108.202444,USA,5MF2994,4579,CARD
Beta-224802,30,3240,50,0.015432099,40.608316,-108.202444,USA,5MF2994,4579,CARD
Beta-224803,30,3490,50,0.014326648,40.608316,-108.202444,USA,5MF2994,4579,CARD
Beta-224804,30,3650,50,0.01369863,40.608316,-108.202444,USA,5MF2994,4579,CARD
Beta-224805,30,3590,50,0.013927577,40.608316,-108.202444,USA,5MF2994,4579,CARD
Beta-224806,30,3990,40,0.010025063,40.608316,-108.202444,USA,5MF2994,4579,CARD
Beta-224807,30,3220,40,0.01242236,40.608316,-108.202444,USA,5MF2994,4579,CARD
Beta-224808,30,3450,40,0.011594203,40.608316,-108.202444,USA,5MF2994,4579,CARD
Beta-224809,30,3410,40,0.011730205,40.608316,-108.202444,USA,5MF2994,4579,CARD
Beta-209489,30,4760,60,0.012605042,40.608316,-108.202444,USA,5MF2997,4580,CARD
Beta-75926,30,3140,70,0.022292994,40.608316,-108.202444,USA,5MF2998,4581,CARD
Beta-213244,30,7270,40,0.005502063,40.608316,-108.202444,USA,5MF3003,4583,CARD
Beta-75927,30,7470,90,0.012048193,40.608316,-108.202444,USA,5MF3003,4583,CARD
Beta-75928,30,7580,120,0.015831135,40.608316,-108.202444,USA,5MF3003,4583,CARD
Beta-209063,30,4150,60,0.014457831,40.608316,-108.202444,USA,5MF3004,4584,CARD
Beta-211971,30,3480,40,0.011494253,40.608316,-108.202444,USA,5MF3004,4584,CARD
Beta-211972,30,4340,60,0.013824885,40.608316,-108.202444,USA,5MF3004,4584,CARD
Beta-211974,30,4300,50,0.011627907,40.608316,-108.202444,USA,5MF3004,4584,CARD
Beta-211976,30,4860,50,0.010288066,40.608316,-108.202444,USA,5MF3004,4584,CARD
Beta-209221,30,2500,40,0.016,40.608316,-108.202444,USA,5MF3006,4585,CARD
Beta-198245,30,2520,40,0.015873016,40.608316,-108.202444,USA,5MF3018,4587,CARD
Beta-211923,30,1280,40,0.03125,40.608316,-108.202444,USA,5MF3018,4587,CARD
Beta-89629,30,5950,90,0.01512605,40.608316,-108.202444,USA,5MF3065,4590,CARD
Beta-223705,30,4590,50,0.010893246,40.608316,-108.202444,USA,5MF3198,4595,CARD
Beta-223709,30,4920,50,0.010162602,40.608316,-108.202444,USA,5MF3198,4595,CARD
Beta-225936,30,3580,40,0.011173184,40.608316,-108.202444,USA,5MF3198,4595,CARD
Beta-317789,30,4880,30,0.006147541,40.608316,-108.202444,USA,5MF3582,4598,CARD
Beta-317790,30,3370,30,0.008902077,40.608316,-108.202444,USA,5MF3582,4598,CARD
Beta-198254,30,3800,40,0.010526316,40.608316,-108.202444,USA,5MF3588,4601,CARD
Beta-74402,30,4690,90,0.019189765,40.608316,-108.202444,USA,5MF3589,4602,CARD
Beta-74403,30,5030,90,0.017892644,40.608316,-108.202444,USA,5MF3589,4602,CARD
Beta-74404,30,4770,70,0.014675052,40.608316,-108.202444,USA,5MF3589,4602,CARD
Beta-214296,30,2430,80,0.032921811,40.608316,-108.202444,USA,5MF3590,4603,CARD
Beta-209126,30,3090,60,0.019417476,40.608316,-108.202444,USA,5MF3610,4609,CARD
Beta-209127,30,3810,80,0.020997375,40.608316,-108.202444,USA,5MF3610,4609,CARD
Beta-212483,30,4430,80,0.018058691,40.608316,-108.202444,USA,5MF3610,4609,CARD
Beta-212484,30,4020,70,0.017412935,40.608316,-108.202444,USA,5MF3610,4609,CARD
Beta-212485,30,4290,70,0.016317016,40.608316,-108.202444,USA,5MF3610,4609,CARD
Beta-212486,30,4590,90,0.019607843,40.608316,-108.202444,USA,5MF3610,4609,CARD
Beta-167745,30,1060,110,0.103773585,40.608316,-108.202444,USA,5MF5132,4623,CARD
Beta-214300,30,7820,50,0.006393862,40.608316,-108.202444,USA,5MF5389,4624,CARD
Beta-212304,30,190,40,0.210526316,40.608316,-108.202444,USA,5MF5827,4633,CARD
Beta-319545,30,1820,30,0.016483516,40.608316,-108.202444,USA,5MF7046,4666,CARD
Beta-324555,30,4270,30,0.007025761,40.608316,-108.202444,USA,5MF7046,4666,CARD
Beta-283715,27,340,50,0.147058824,40.760008,-122.038133,USA,CA-SHA-2048,4733,CARD
Beta-240617,31,2300,40,0.017391304,41.0111,-104.094,USA,48LA223,4790,Erick
Beta-148868,30,2970,70,0.023569024,41.1245,-108.994,USA,48SW11483,4844,Erick
Beta-148869,30,3360,80,0.023809524,41.1245,-108.994,USA,48SW11483,4844,Erick
Beta-137576,30,1690,140,0.082840237,41.1319,-107.985,USA,48SW1703,4848,Erick
Beta-136923,30,4730,70,0.014799154,41.1545,-109.169,USA,48SW2590,4855,Erick
Beta-174272,30,5170,40,0.007736944,41.1545,-109.169,USA,48SW2590,4855,Erick
Beta-174273,30,5710,60,0.010507881,41.1545,-109.169,USA,48SW2590,4855,Erick
Beta-174274,30,5340,70,0.013108614,41.1545,-109.169,USA,48SW2590,4855,Erick
Beta-174275,30,5670,90,0.015873016,41.1545,-109.169,USA,48SW2590,4855,Erick
Beta-187101,30,5370,100,0.018621974,41.1545,-109.169,USA,48SW2590,4855,Erick
Beta-187102,30,5530,60,0.01084991,41.1545,-109.169,USA,48SW2590,4855,Erick
Beta-187103,30,5450,60,0.011009174,41.1545,-109.169,USA,48SW2590,4855,Erick
Beta-188239,30,5300,40,0.00754717,41.1545,-109.169,USA,48SW2590,4855,Erick
Beta-188240,30,4820,150,0.031120332,41.1545,-109.169,USA,48SW2590,4855,Erick
Beta-188241,30,5590,40,0.007155635,41.1545,-109.169,USA,48SW2590,4855,Erick
Beta-150697,30,2920,70,0.023972603,41.1685,-108.505,USA,48SW13630,4869,Erick
Beta-193437,30,3830,70,0.018276762,41.2464,-108.792,USA,48SW15396,4877,Erick
Beta-232896,30,3680,40,0.010869565,41.2807,-107.857,USA,48CR8545,4896,Erick
Beta-232897,30,4160,40,0.009615385,41.2807,-107.857,USA,48CR8545,4896,Erick
Beta-232898,30,3780,40,0.010582011,41.2807,-107.857,USA,48CR8545,4896,Erick
Beta-155222,30,4020,70,0.017412935,41.2899,-108.47,USA,48SW13143,4902,Erick
Beta-155223,30,2210,50,0.022624434,41.2899,-108.47,USA,48SW13143,4902,Erick
Beta-155224,30,3880,70,0.018041237,41.2899,-108.47,USA,48SW13143,4902,Erick
Beta-270753,30,7280,50,0.006868132,41.3122,-107.662,USA,48CR9358,4912,Erick
Beta-314162,30,3650,30,0.008219178,41.3126,-107.663,USA,48CR9990,4913,Erick
Beta-314164,30,2740,30,0.010948905,41.3126,-107.663,USA,48CR9990,4913,Erick
Beta-314165,30,2000,30,0.015,41.3127,-107.654,USA,48CR9991,4914,Erick
Beta-270754,30,2470,40,0.016194332,41.3145,-107.659,USA,48CR9360,4916,Erick
Beta-314145,30,1840,30,0.016304348,41.3145,-107.659,USA,48CR9360,4916,Erick
Beta-270755,30,5150,40,0.00776699,41.3147,-107.657,USA,48CR9361,4921,Erick
Beta-270756,30,6390,50,0.007824726,41.3147,-107.657,USA,48CR9361,4921,Erick
Beta-314167,30,4770,30,0.006289308,41.3163,-107.667,USA,48CR9993,4924,Erick
Beta-253768,30,5410,40,0.007393715,41.3174,-107.652,USA,48CR9362,4926,Erick
Beta-253769,30,4950,40,0.008080808,41.3174,-107.652,USA,48CR9362,4926,Erick
Beta-314146,30,4370,40,0.009153318,41.3226,-107.649,USA,48CR9987,4934,Erick
Beta-314166,30,6970,40,0.005738881,41.3233,-107.668,USA,48CR9992,4935,Erick
Beta-314149,30,2050,30,0.014634146,41.3235,-107.648,USA,48CR9988,4936,Erick
Beta-314151,30,3350,30,0.008955224,41.3235,-107.648,USA,48CR9988,4936,Erick
Beta-314152,30,3250,30,0.009230769,41.3235,-107.648,USA,48CR9988,4936,Erick
Beta-314155,30,5710,30,0.00525394,41.3235,-107.648,USA,48CR9988,4936,Erick
Beta-314156,30,2890,30,0.010380623,41.3235,-107.648,USA,48CR9988,4936,Erick
Beta-314157,30,4820,30,0.006224066,41.3235,-107.648,USA,48CR9988,4936,Erick
Beta-314160,30,4940,30,0.006072874,41.3235,-107.648,USA,48CR9988,4936,Erick
Beta-289288,30,5870,40,0.00681431,41.3256,-107.738,USA,48CR5699,4942,Erick
Beta-221688,30,1640,40,0.024390244,41.3313,-107.663,USA,48CR7713,4950,Erick
Beta-163989,30,1920,60,0.03125,41.3343,-108.045,USA,48SW14259,4996,Erick
Beta-270761,30,5760,40,0.006944444,41.3507,-107.624,USA,48CR9375,5012,Erick
Beta-253781,30,3740,40,0.010695187,41.3531,-107.624,USA,48CR9374,5015,Erick
Beta-241856,30,1390,40,0.028776978,41.3532,-107.949,USA,48SW16682,5016,Erick
Beta-270757,30,4140,40,0.009661836,41.354,-107.621,USA,48CR9372,5017,Erick
Beta-270758,30,4360,40,0.009174312,41.354,-107.621,USA,48CR9372,5017,Erick
Beta-270759,30,4080,40,0.009803922,41.354,-107.621,USA,48CR9372,5017,Erick
Beta-336228,30,5270,30,0.0056926,41.3676,-107.672,USA,48CR8818,5025,Erick
Beta-336230,30,5600,40,0.007142857,41.3676,-107.672,USA,48CR8818,5025,Erick
Beta-253756,30,1520,40,0.026315789,41.3868,-107.621,USA,48CR9366,5029,Erick
Beta-253758,30,1310,40,0.030534351,41.3895,-107.611,USA,48CR9369,5031,Erick
Beta-255888,30,4510,40,0.00886918,41.3913,-109.617,USA,48SW8319,5032,Erick
Beta-253761,30,4770,40,0.008385744,41.3913,-107.614,USA,48CR9371,5033,Erick
Beta-253763,30,4030,40,0.009925558,41.3913,-107.614,USA,48CR9371,5033,Erick
Beta-253755,30,5000,40,0.008,41.3918,-107.613,USA,48CR9365,5034,Erick
Beta-255128,29,4020,40,0.009950249,41.3934,-110.061,USA,48UT2662,5035,Erick
Beta-170079,29,3410,60,0.017595308,41.4035,-110.682,USA,48UT61,5046,Erick
Beta-170080,29,1530,70,0.045751634,41.4035,-110.682,USA,48UT61,5046,Erick
Beta-253754,30,3330,40,0.012012012,41.4073,-107.603,USA,48CR9364,5047,Erick
Beta-255127,29,1550,40,0.025806452,41.4407,-110.085,USA,48UT2661,5078,Erick
Beta-160186,30,790,60,0.075949367,41.456,-108.801,USA,48SW11618,5089,Erick
Beta-160039,30,4900,70,0.014285714,41.4565,-108.815,USA,48SW13996,5090,Erick
Beta-235032,30,2530,40,0.015810277,41.4678,-108.103,USA,48SW16912,5097,Erick
Beta-154140,30,3450,60,0.017391304,41.468,-107.889,USA,48CR1160,5098,Erick
Beta-154139,30,2490,70,0.02811245,41.471,-107.89,USA,48CR1159,5102,Erick
Beta-160188,30,3410,70,0.020527859,41.4824,-108.769,USA,48SW13900,5117,Erick
Beta-160189,30,4080,70,0.017156863,41.4824,-108.769,USA,48SW13900,5117,Erick
Beta-160036,30,1940,70,0.036082474,41.4827,-108.771,USA,48SW13901,5118,Erick
Beta-160037,30,4120,80,0.019417476,41.4827,-108.771,USA,48SW13901,5118,Erick
Beta-160038,30,3420,50,0.014619883,41.4827,-108.771,USA,48SW13901,5118,Erick
Beta-160041,30,4430,80,0.018058691,41.4895,-108.763,USA,48SW13995,5122,Erick
Beta-160034,30,2110,80,0.037914692,41.4929,-108.802,USA,48SW13504,5125,Erick
Beta-172475,30,2030,60,0.02955665,41.4932,-108.761,USA,48SW13992,5126,Erick
Beta-273745,30,1410,40,0.028368794,41.5189,-108.028,USA,48SW17806,5150,Erick
Beta-274908,30,1700,40,0.023529412,41.5189,-108.028,USA,48SW17806,5150,Erick
Beta-274909,30,1100,40,0.036363636,41.5189,-108.028,USA,48SW17806,5150,Erick
Beta-164049,29,5720,50,0.008741259,41.5352,-110.049,USA,48SW10407/UT133,5155,Erick
Beta-164094,29,1200,60,0.05,41.5352,-110.049,USA,48SW10407/UT133,5155,Erick
Beta-278562,30,2280,40,0.01754386,41.5378,-109.901,USA,48SW17790,5157,Erick
Beta-72587,30,2750,60,0.021818182,41.5389,-107.878,USA,48CR5536,5159,Erick
Beta-72588,30,2970,60,0.02020202,41.5389,-107.878,USA,48CR5536,5159,Erick
Beta-252661,30,2360,40,0.016949153,41.5483,-109.851,USA,48SW2313,5165,Erick
Beta-224416,29,2910,50,0.017182131,41.5507,-110.059,USA,48UT378,5168,Erick
Beta-224417,29,2970,50,0.016835017,41.5507,-110.059,USA,48UT378,5168,Erick
Beta-224418,29,2950,50,0.016949153,41.5507,-110.059,USA,48UT378,5168,Erick
Beta-234609,30,4560,40,0.00877193,41.5528,-109.963,USA,48SW16916,5170,Erick
Beta-74594,30,6320,60,0.009493671,41.5716,-107.853,USA,48CR1791,5181,Erick
Beta-74595,30,5300,60,0.011320755,41.5716,-107.853,USA,48CR1791,5181,Erick
Beta-303019,29,4680,30,0.006410256,41.5872,-110.087,USA,48LN4647,5194,Erick
Beta-303020,29,4410,30,0.006802721,41.5872,-110.087,USA,48LN4647,5194,Erick
GaK-2876,27,7430,150,0.020188425,41.595361,-120.718555,USA,CA-MOD-204,5206,CARD
Beta-244323,30,3290,40,0.012158055,41.6012,-107.797,USA,48CR8917,5220,Erick
Beta-229080,29,2170,60,0.02764977,41.6016,-110.104,USA,48LN4442,5221,Erick
Beta-271876,30,5630,40,0.007104796,41.6042,-107.791,USA,48CR9762,5225,Erick
Beta-271877,30,5020,40,0.007968127,41.6042,-107.791,USA,48CR9762,5225,Erick
Beta-175007,30,3680,60,0.016304348,41.605,-107.831,USA,48CR7936,5226,Erick
Beta-111612,29,4840,70,0.01446281,41.6065,-110.134,USA,48LN3423,5227,Erick
Beta-162828,29,4430,70,0.015801354,41.6083,-110.121,USA,48LN616,5228,Erick
Beta-162829,29,5210,70,0.013435701,41.6083,-110.121,USA,48LN616,5228,Erick
Beta-162830,29,4390,60,0.013667426,41.6083,-110.121,USA,48LN616,5228,Erick
Beta-207974,30,4480,60,0.013392857,41.6189,-107.842,USA,48CR6979,5238,Erick
Beta-93486,30,1720,50,0.029069767,41.6194,-109.6,USA,48SW10888,5240,Erick
Beta-154142,30,3910,80,0.020460358,41.6328,-107.833,USA,48CR1812,5250,Erick
Beta-181937,30,3610,50,0.013850416,41.6333,-109.948,USA,48SW1673,5252,Erick
Beta-181938,30,4850,50,0.010309278,41.6333,-109.948,USA,48SW1673,5252,Erick
Beta-181939,30,4750,80,0.016842105,41.6333,-109.948,USA,48SW1673,5252,Erick
Beta-221689,30,5570,50,0.008976661,41.6333,-109.948,USA,48SW1673,5252,Erick
Beta-250886,30,1940,40,0.020618557,41.6333,-109.948,USA,48SW1673,5252,Erick
Beta-250887,30,2160,40,0.018518519,41.6333,-109.948,USA,48SW1673,5252,Erick
Beta-288463,30,2210,40,0.018099548,41.6333,-109.948,USA,48SW1673,5252,Erick
Beta-288464,30,3140,40,0.012738854,41.6333,-109.948,USA,48SW1673,5252,Erick
Beta-288465,30,3430,40,0.011661808,41.6333,-109.948,USA,48SW1673,5252,Erick
Beta-288466,30,3350,40,0.011940299,41.6333,-109.948,USA,48SW1673,5252,Erick
Beta-288467,30,3420,40,0.011695906,41.6333,-109.948,USA,48SW1673,5252,Erick
Beta-288468,30,3610,40,0.011080332,41.6333,-109.948,USA,48SW1673,5252,Erick
Beta-316457,30,4860,30,0.00617284,41.6333,-109.948,USA,48SW1673,5252,Erick
Beta-95605,30,920,80,0.086956522,41.648,-109.59,USA,48SW8866,5262,Erick
Beta-74592,30,2220,60,0.027027027,41.6508,-107.802,USA,48CR5511,5265,Erick
Beta-177464,29,3190,60,0.018808777,41.6681,-110.428,USA,48LN2330,5305,Erick
Beta-279607,30,1430,40,0.027972028,41.6924,-107.882,USA,48SW17813,5325,Erick
Beta-148870,30,4540,70,0.015418502,41.6945,-108.652,USA,48SW11645,5327,Erick
Beta-148871,30,4550,70,0.015384615,41.6945,-108.652,USA,48SW11645,5327,Erick
Beta-148872,30,4610,70,0.015184382,41.6945,-108.652,USA,48SW11645,5327,Erick
Beta-148873,30,4990,70,0.014028056,41.6945,-108.652,USA,48SW11645,5327,Erick
Beta-148874,30,5550,80,0.014414414,41.6945,-108.652,USA,48SW11645,5327,Erick
Beta-158103,30,1520,60,0.039473684,41.7061,-105.506,USA,48AB1,5343,Erick
Beta-158107,30,640,60,0.09375,41.7061,-105.506,USA,48AB1,5343,Erick
Beta-158111,30,1290,70,0.054263566,41.7061,-105.506,USA,48AB1,5343,Erick
Beta-273610,30,2430,40,0.016460905,41.7152,-107.935,USA,48SW1070,5350,Erick
Beta-150695,30,1660,60,0.036144578,41.7273,-108.176,USA,48SW13626,5361,Erick
Beta-262519,30,3600,50,0.013888889,41.7299,-108.637,USA,48SW17677,5363,Erick
Beta-102569,30,3280,70,0.021341463,41.7351,-109.747,USA,48SW10248,5369,Erick
Beta-99020,30,3560,70,0.019662921,41.7351,-109.747,USA,48SW10248,5369,Erick
Beta-99021,30,1470,60,0.040816327,41.7351,-109.747,USA,48SW10248,5369,Erick
Beta-99022,30,3220,70,0.02173913,41.7351,-109.747,USA,48SW10248,5369,Erick
Beta-99023,30,4860,60,0.012345679,41.7351,-109.747,USA,48SW10248,5369,Erick
Beta-99024,30,3390,80,0.02359882,41.7351,-109.747,USA,48SW10248,5369,Erick
Beta-99025,30,3650,70,0.019178082,41.7351,-109.747,USA,48SW10248,5369,Erick
Beta-99026,30,1850,60,0.032432432,41.7351,-109.747,USA,48SW10248,5369,Erick
Beta-162820,30,4620,70,0.015151515,41.7406,-108.678,USA,48SW11666,5378,Erick
Beta-162821,30,4200,50,0.011904762,41.7406,-108.678,USA,48SW11666,5378,Erick
Beta-162822,30,2270,60,0.026431718,41.7406,-108.678,USA,48SW11666,5378,Erick
Beta-162823,30,4640,70,0.015086207,41.7406,-108.678,USA,48SW11666,5378,Erick
Beta-162824,30,3410,70,0.020527859,41.7406,-108.678,USA,48SW11666,5378,Erick
Beta-162825,30,3670,60,0.016348774,41.7406,-108.678,USA,48SW11666,5378,Erick
Beta-162826,30,3560,70,0.019662921,41.7406,-108.678,USA,48SW11666,5378,Erick
Beta-71786,30,2360,70,0.029661017,41.7489,-106.947,USA,48CR5516,5382,Erick
Beta-145283,30,1070,60,0.056074766,41.7966,-108.449,USA,48SW12397,5429,Erick
Beta-188715,29,2150,60,0.027906977,41.802,-110.284,USA,48LN3777,5431,Erick
Beta-188714,29,1620,60,0.037037037,41.8034,-110.284,USA,48LN3560,5432,Erick
Beta-188717,29,900,60,0.066666667,41.8052,-110.283,USA,48LN3778,5433,Erick
Beta-284043,30,1050,40,0.038095238,41.8242,-108.793,USA,48SW15052,5442,Erick
Beta-266045,30,4230,40,0.009456265,41.8308,-108.789,USA,48SW15045,5445,Erick
Beta-261615,30,4560,40,0.00877193,41.834,-108.828,USA,48SW7457,5459,Erick
Beta-284036,30,4870,40,0.008213552,41.834,-108.828,USA,48SW7457,5459,Erick
Beta-284038,30,4980,40,0.008032129,41.834,-108.828,USA,48SW7457,5459,Erick
Beta-284039,30,4440,40,0.009009009,41.834,-108.828,USA,48SW7457,5459,Erick
Beta-284041,30,6570,40,0.00608828,41.834,-108.828,USA,48SW7457,5459,Erick
Beta-284042,30,6240,40,0.006410256,41.834,-108.828,USA,48SW7457,5459,Erick
Beta-252657,30,2680,40,0.014925373,41.834,-108.781,USA,48SW17318,5460,Erick
Beta-188713,29,1680,60,0.035714286,41.8368,-110.163,USA,48LN3557,5461,Erick
Beta-261614,30,2050,40,0.019512195,41.8374,-108.823,USA,48SW7456,5462,Erick
Beta-289140,30,4020,40,0.009950249,41.8374,-108.823,USA,48SW7456,5462,Erick
Beta-289141,30,4170,40,0.009592326,41.8374,-108.823,USA,48SW7456,5462,Erick
Beta-289142,30,4120,40,0.009708738,41.8374,-108.823,USA,48SW7456,5462,Erick
Beta-291249,30,3670,40,0.010899183,41.8374,-108.823,USA,48SW7456,5462,Erick
Beta-163970,30,4390,60,0.013667426,41.8457,-109.956,USA,48SW390,5466,Erick
Beta-232404,30,2440,40,0.016393443,41.8457,-109.956,USA,48SW390,5466,Erick
Beta-289079,30,5550,40,0.007207207,41.8497,-108.783,USA,48SW17323,5467,Erick
Beta-252659,30,2020,40,0.01980198,41.8514,-108.782,USA,48SW17322,5470,Erick
Beta-87413,29,6880,80,0.011627907,41.8616,-111.009,USA,48LN3117,5473,Erick
Beta-87414,29,2760,60,0.02173913,41.8616,-111.009,USA,48LN3117,5473,Erick
Beta-206547,30,2080,60,0.028846154,41.8724,-108.125,USA,48SW16106,5479,Erick
Beta-255126,29,3080,40,0.012987013,41.9145,-110.081,USA,48LN4523,5484,Erick
Beta-214278,30,3150,40,0.012698413,41.9151,-108.711,USA,48SW12174,5485,Erick
Beta-214279,30,4040,40,0.00990099,41.9151,-108.711,USA,48SW12174,5485,Erick
Beta-214281,30,2780,40,0.014388489,41.9151,-108.711,USA,48SW12174,5485,Erick
Beta-214282,30,4000,40,0.01,41.9151,-108.711,USA,48SW12174,5485,Erick
Beta-180502,29,2350,60,0.025531915,41.9184,-110.1,USA,48LN3974,5495,Erick
Beta-180501,29,6000,50,0.008333333,41.9196,-110.1,USA,48LN3973,5497,Erick
Beta-193709,29,1610,50,0.031055901,41.9654,-110.146,USA,48LN4086,5520,Erick
Beta-193708,29,5200,50,0.009615385,41.9654,-110.144,USA,48LN4085,5521,Erick
Beta-163969,30,1580,60,0.037974684,42.0204,-108.078,USA,48SW14254,5554,Erick
Beta-238567,30,4670,40,0.00856531,42.1466,-107.235,USA,48CR8875,5590,Erick
Beta-188712,29,2780,70,0.025179856,42.1951,-110.04,USA,48SW15110,5607,Erick
Beta-79247,30,3480,80,0.022988506,42.2055,-109.23,USA,48SW9272,5611,Erick
Beta-326352,30,950,30,0.031578947,42.2281,-107.125,USA,48CR310,5619,Erick
Beta-326353,30,1920,30,0.015625,42.2281,-107.125,USA,48CR310,5619,Erick
Beta-198889,30,3640,80,0.021978022,42.2427,-107.68,USA,48SW4356,5623,Erick
Beta-198890,30,3760,70,0.018617021,42.2427,-107.68,USA,48SW4356,5623,Erick
Beta-198893,30,4040,70,0.017326733,42.2538,-107.691,USA,48SW15783,5643,Erick
Beta-198892,30,4350,70,0.016091954,42.2547,-107.692,USA,48SW15782,5644,Erick
Beta-10920,29,5310,120,0.02259887,42.260038,-110.702663,USA,48LN1088,5653,CARD
Beta-7081,29,1470,83,0.056462585,42.260038,-110.702663,USA,48LN1100,5654,CARD
Beta-7082,29,1880,95,0.050531915,42.260038,-110.702663,USA,48LN1100,5654,CARD
Beta-7083,29,3000,110,0.036666667,42.260038,-110.702663,USA,48LN1100,5654,CARD
Beta-7084,29,4030,85,0.021091811,42.260038,-110.702663,USA,48LN1100,5654,CARD
Beta-26821,29,3590,80,0.022284123,42.260038,-110.702663,USA,48LN1185,5656,CARD
Beta-43349,29,910,70,0.076923077,42.260038,-110.702663,USA,48LN1185,5656,CARD
Beta-55176,29,5420,100,0.018450185,42.260038,-110.702663,USA,48LN1185,5656,CARD
Beta-9451,29,2620,200,0.076335878,42.260038,-110.702663,USA,48LN1291,5665,CARD
Beta-13146,29,5120,70,0.013671875,42.260038,-110.702663,USA,48LN1296,5667,CARD
Beta-13147,29,4610,80,0.017353579,42.260038,-110.702663,USA,48LN1296,5667,CARD
Beta-9690,29,5150,230,0.044660194,42.260038,-110.702663,USA,48LN1296,5667,CARD
Beta-9691,29,1240,80,0.064516129,42.260038,-110.702663,USA,48LN1296,5667,CARD
Beta-9692,29,1490,100,0.067114094,42.260038,-110.702663,USA,48LN1296,5667,CARD
Beta-9731,29,4180,90,0.0215311,42.260038,-110.702663,USA,48LN1296,5667,CARD
Beta-9900,29,3750,90,0.024,42.260038,-110.702663,USA,48LN1296,5667,CARD
Beta-13422,29,3220,90,0.027950311,42.260038,-110.702663,USA,48LN1334,5668,CARD
Beta-13424,29,5290,90,0.017013233,42.260038,-110.702663,USA,48LN1334,5668,CARD
Beta-13425,29,5650,90,0.015929204,42.260038,-110.702663,USA,48LN1334,5668,CARD
Beta-13426,29,5060,90,0.017786561,42.260038,-110.702663,USA,48LN1334,5668,CARD
Beta-14080,29,1580,80,0.050632911,42.260038,-110.702663,USA,48LN1334,5668,CARD
